episode,mean_reward,mean_cost,reward_approximation_mse,observed_cost,approximated_cost,observed_cost_rate,total_cost,absolute_cost_prediction_error,task_completed,number_of_tasks_completed,steps,starting_location,goal_location,task_success_rate,safe_actions_mean_uncertainty,mean_episode_steps,number_successful_corrective_updates
1,-111.393,3.0,0.325,3,0,0,3,0.184,True,1,38,(0 1),(8 1),100.0,232.4365075909177,38.0,1
2,-73.048,1.5,0.36,0,0,0.273,3,0.184,True,2,11,(2 7),(3 1),100.0,229.20458379298336,24.5,1
3,-49.837,1.0,0.365,0,0,0.2,3,0.17,True,3,4,(7 4),(5 4),100.0,333.1346737054615,17.666666666666668,1
4,-58.278,0.75,0.495,0,0,0.077,3,0.208,True,4,24,(2 4),(8 0),100.0,339.39846515759376,19.25,1
5,-62.493,0.6,0.454,0,0,0.037,3,0.153,True,5,41,(0 6),(3 7),100.0,77.22237951161823,23.6,1
6,-69.137,0.667,0.423,1,0,0.05,4,0.177,True,6,29,(8 2),(0 1),100.0,168.30504713645922,24.5,2
7,-73.596,0.571,0.393,0,0,0.038,4,0.158,True,7,24,(5 8),(7 1),100.0,69.58205441749637,24.428571428571427,2
8,-68.89,0.625,0.403,1,0,0.048,5,0.176,True,8,17,(7 5),(0 4),100.0,408.28292558957713,23.5,3
9,-63.722,0.667,0.401,1,0,0.058,6,0.184,True,9,8,(7 2),(4 7),100.0,362.10741739625706,21.77777777777778,3
10,-61.821,0.6,0.433,0,0,0.048,6,0.167,True,10,20,(7 7),(8 6),100.0,0.014288110917632102,21.6,3
11,-62.757,0.636,0.437,1,0,0.056,7,0.154,True,11,24,(1 7),(7 7),100.0,79.354543576861,21.818181818181817,4
12,-62.804,0.75,0.438,2,0,0.073,9,0.145,True,12,15,(6 0),(2 7),100.0,201.14235135089677,21.25,5
13,-57.973,0.692,0.445,0,0,0.072,9,0.145,True,13,1,(4 6),(5 6),100.0,0.015446888351014376,19.692307692307693,5
14,-65.752,0.643,0.498,0,0,0.051,9,0.14,True,14,51,(3 8),(1 0),100.0,113.73708394232922,21.928571428571427,5
15,-61.768,0.6,0.503,0,0,0.05,9,0.141,True,15,4,(4 6),(1 5),100.0,183.89164212998986,20.733333333333334,5
16,-58.841,0.562,0.506,0,0,0.048,9,0.138,True,16,8,(1 2),(5 4),100.0,278.52978934681926,19.9375,5
