episode,mean_reward,mean_cost,reward_approximation_mse,observed_cost,approximated_cost,observed_cost_rate,total_cost,absolute_cost_prediction_error,task_completed,number_of_tasks_completed,steps,starting_location,goal_location,task_success_rate,safe_actions_mean_uncertainty,mean_episode_steps,number_successful_corrective_updates
1,-3.0,0.0,0.188,0,0,0,0,0.333,True,1,3,(3 8),(6 8),100.0,291.53384230243785,3.0,0
2,-5.414,1.5,0.401,3,0,1.0,3,0.2,True,2,7,(1 5),(3 4),100.0,480.6822407878772,5.0,2
3,-44.624,2.667,1.36,5,0,2.667,8,0.222,True,3,35,(2 0),(7 8),100.0,294.8657178519915,15.0,4
4,-36.484,2.0,1.193,0,0,0.727,8,0.264,True,4,8,(1 8),(1 4),100.0,231.27235940352455,13.25,4
5,-33.21,2.0,1.036,2,0,0.909,10,0.312,True,5,11,(1 3),(3 6),100.0,443.28842659892854,12.8,5
6,-29.522,1.833,0.998,1,0,1.0,11,0.343,True,6,6,(2 8),(4 6),100.0,452.6455986301109,11.666666666666666,5
7,-29.257,1.714,1.069,1,0,1.091,12,0.368,True,7,17,(7 5),(7 7),100.0,354.3331467653915,12.428571428571429,5
8,-34.485,1.75,0.998,2,0,1.273,14,0.405,True,8,24,(0 8),(0 6),100.0,373.1498373483087,13.875,6
9,-31.255,1.556,0.984,0,0,0.875,14,0.405,True,9,5,(4 3),(1 3),100.0,497.8257157787504,12.88888888888889,6
10,-93.829,1.4,0.535,0,0,0.875,14,0.525,False,9,101,(1 4),(8 5),90.0,389.22624796293024,21.7,6
11,-91.484,1.364,0.511,1,0,0.938,15,0.509,True,10,15,(8 8),(0 2),90.909,197.089109483365,21.09090909090909,7
12,-90.607,1.5,0.506,3,0,1.125,18,0.498,True,11,19,(5 8),(1 0),91.667,267.6838695709894,20.916666666666668,10
13,-83.714,1.385,0.507,0,0,1.0,18,0.494,True,12,2,(5 8),(4 7),92.308,0.011966255165833613,19.46153846153846,10
14,-77.907,1.286,0.514,0,0,0.857,18,0.492,True,13,3,(4 1),(6 2),92.857,139.691410994152,18.285714285714285,10
15,-76.009,1.267,0.496,1,0,0.905,19,0.48,True,14,13,(7 8),(1 5),93.333,138.72419457544711,17.933333333333334,11
