episode,mean_reward,mean_cost,reward_approximation_mse,observed_cost,approximated_cost,observed_cost_rate,total_cost,absolute_cost_prediction_error,task_completed,number_of_tasks_completed,steps,starting_location,goal_location,task_success_rate,safe_actions_mean_uncertainty,mean_episode_steps,number_successful_corrective_updates
1,-2.0,0.0,0.046,0,0,0,0,0.0,True,1,3,(1 5),(0 6),100.0,0.01610574341452372,3.0,0
2,-5.199,0.5,0.467,1,0,0.333,1,0.125,True,2,5,(5 5),(1 4),100.0,688.6585985361014,4.0,1
3,-15.515,0.333,0.904,0,0,0.05,1,0.24,True,3,17,(6 8),(8 8),100.0,369.1514622498972,8.333333333333334,1
4,-36.115,0.25,0.559,0,0,0.023,1,0.327,True,4,24,(8 8),(0 4),100.0,441.2209242593917,12.25,1
5,-31.279,0.2,0.548,0,0,0.02,1,0.309,True,5,6,(4 7),(5 2),100.0,68.4358638166877,11.0,1
6,-27.466,0.167,0.552,0,0,0.018,1,0.35,True,6,5,(0 4),(2 1),100.0,893.9400554354876,10.0,1
7,-28.2,0.143,0.517,0,0,0.015,1,0.324,True,7,11,(3 8),(3 1),100.0,604.9817587470667,10.142857142857142,1
8,-35.454,0.75,0.535,5,0,0.091,6,0.299,True,8,36,(1 1),(7 4),100.0,489.7103342223332,13.375,3
9,-43.326,0.667,0.587,0,0,0.065,6,0.293,True,9,26,(0 6),(8 7),100.0,484.43972178952754,14.777777777777779,3
10,-39.823,0.6,0.574,0,0,0.061,6,0.295,True,10,6,(2 1),(0 3),100.0,1134.0923267473925,13.9,3
11,-45.192,0.636,0.511,1,0,0.071,7,0.273,True,11,26,(6 1),(0 6),100.0,270.00519601476935,15.0,4
12,-48.548,0.583,0.491,0,0,0.048,7,0.226,True,12,47,(0 3),(2 7),100.0,85.95341932663167,17.666666666666668,4
13,-52.893,0.692,0.46,2,0,0.062,9,0.222,True,13,27,(6 1),(0 4),100.0,263.526367957116,18.384615384615383,4
14,-53.8,0.643,0.448,0,0,0.053,9,0.201,True,14,25,(2 8),(2 5),100.0,41.954769438131116,18.857142857142858,4
15,-52.299,0.667,0.435,1,0,0.059,10,0.2,True,15,11,(4 5),(8 0),100.0,479.97165516115183,18.333333333333332,5
16,-59.2,0.938,0.474,5,0,0.088,15,0.21,True,16,40,(7 7),(1 0),100.0,357.2524114664261,19.6875,7
17,-55.718,0.882,0.479,0,0,0.088,15,0.209,True,17,1,(6 4),(5 4),100.0,478.01653628374413,18.58823529411765,7
18,-63.359,0.944,0.464,2,0,0.099,17,0.198,True,18,53,(4 6),(2 0),100.0,205.97461713038848,20.5,9
19,-60.397,0.895,0.467,0,0,0.096,17,0.197,True,19,6,(5 5),(3 3),100.0,232.22655357395254,19.736842105263158,9
20,-62.618,1.0,0.464,3,0,0.113,20,0.2,True,20,29,(7 4),(2 0),100.0,292.6472839873274,20.2,9
21,-60.393,1.0,0.464,1,0,0.119,21,0.202,True,21,7,(5 8),(8 4),100.0,298.31351313743056,19.571428571428573,9
22,-59.017,0.955,0.468,0,0,0.112,21,0.206,True,22,11,(6 1),(7 7),100.0,313.78864310142546,19.181818181818183,9
23,-56.802,0.913,0.469,0,0,0.109,21,0.204,True,23,5,(8 8),(6 5),100.0,355.3159439536004,18.565217391304348,9
24,-54.477,0.875,0.468,0,0,0.108,21,0.207,True,24,2,(1 1),(2 0),100.0,1415.420508845354,17.875,9
25,-54.03,0.84,0.458,0,0,0.101,21,0.21,True,25,13,(4 4),(0 1),100.0,479.0554273613924,17.68,9
26,-52.857,0.808,0.461,0,0,0.095,21,0.209,True,26,13,(8 6),(4 5),100.0,416.74357226507647,17.5,9
27,-51.563,0.778,0.465,0,0,0.092,21,0.207,True,27,8,(7 2),(2 3),100.0,51.783567863349404,17.14814814814815,9
28,-55.187,0.786,0.473,1,0,0.096,22,0.211,True,28,29,(8 0),(0 6),100.0,155.98663337635293,17.571428571428573,9
29,-55.312,0.828,0.463,2,0,0.105,24,0.21,True,29,23,(7 6),(2 6),100.0,366.77861205279066,17.75862068965517,10
30,-54.486,0.8,0.461,0,0,0.099,24,0.216,True,30,13,(4 3),(1 3),100.0,419.1209455314259,17.6,10
31,-54.915,0.839,0.451,2,0,0.107,26,0.213,True,31,22,(6 6),(2 8),100.0,221.47702308962857,17.741935483870968,11
32,-72.243,0.812,0.415,0,0,0.107,26,0.281,False,31,101,(3 1),(7 5),96.875,728.4463687970926,20.34375,11
33,-70.678,0.788,0.413,0,0,0.103,26,0.281,True,32,10,(3 3),(2 0),96.97,923.9051613537064,20.03030303030303,11
34,-69.784,0.765,0.408,0,0,0.097,26,0.283,True,33,17,(6 4),(0 4),97.059,356.24777847925134,19.941176470588236,11
35,-67.819,0.743,0.411,0,0,0.096,26,0.284,True,34,2,(1 4),(0 3),97.143,1017.7384925365438,19.428571428571427,11
