episode,mean_reward,mean_cost,reward_approximation_mse,observed_cost,approximated_cost,observed_cost_rate,total_cost,absolute_cost_prediction_error,task_completed,number_of_tasks_completed,steps,starting_location,goal_location,task_success_rate,safe_actions_mean_uncertainty,mean_episode_steps,number_successful_corrective_updates
1,-224.914,0.0,0.386,0,0,0,0,0.129,False,0,101,(0 6),(6 3),0.0,169.75122359524292,101.0,0
2,-113.957,0.0,0.426,0,0,0,0,0.144,True,1,3,(4 4),(3 6),50.0,344.9952497797606,52.0,0
3,-85.327,0.333,0.449,1,0,0.333,1,0.142,True,2,9,(5 6),(1 3),66.667,338.3179640512252,37.666666666666664,0
4,-77.404,0.75,0.444,2,0,1.0,3,0.135,True,3,13,(1 8),(5 1),75.0,202.519691500155,31.5,1
5,-67.86,0.6,0.44,0,0,0.176,3,0.136,True,4,14,(3 3),(4 6),80.0,162.7202702219785,28.0,1
6,-64.264,0.5,0.453,0,0,0.103,3,0.132,True,5,12,(7 6),(2 0),83.333,159.6079553384466,25.333333333333332,1
7,-60.158,0.429,0.455,0,0,0.07,3,0.163,True,6,14,(7 7),(3 5),85.714,506.2264781387459,23.714285714285715,1
8,-57.319,0.625,0.499,2,0,0.116,5,0.196,True,7,18,(3 5),(1 0),87.5,631.1518149580573,23.0,3
9,-54.809,0.556,0.492,0,0,0.091,5,0.199,True,8,12,(6 8),(7 3),88.889,405.3869424209533,21.77777777777778,3
10,-54.839,0.7,0.488,2,0,0.127,7,0.188,True,9,17,(1 0),(1 7),90.0,295.5924855656095,21.3,4
11,-66.752,0.727,0.537,1,0,0.145,8,0.178,True,10,63,(4 2),(7 8),90.909,196.8045436645503,25.09090909090909,4
12,-62.314,0.667,0.544,0,0,0.127,8,0.18,True,11,8,(4 8),(7 5),91.667,429.3566475855342,23.666666666666668,4
13,-59.519,0.615,0.541,0,0,0.11,8,0.177,True,12,10,(3 4),(8 5),92.308,217.08477467589773,22.615384615384617,4
14,-59.074,0.571,0.529,0,0,0.083,8,0.186,True,13,23,(6 1),(5 7),92.857,364.0855096094037,22.642857142857142,4
15,-55.607,0.533,0.541,0,0,0.078,8,0.183,True,14,6,(6 2),(5 3),93.333,0.0157230850969967,21.533333333333335,4
16,-55.827,0.562,0.539,1,0,0.088,9,0.179,True,15,17,(2 8),(3 2),93.75,157.0919364770999,21.25,5
17,-53.656,0.529,0.545,0,0,0.082,9,0.181,True,16,8,(7 5),(3 3),94.118,125.61760052691189,20.470588235294116,5
18,-54.006,0.556,0.54,1,0,0.091,10,0.177,True,17,14,(7 6),(1 0),94.444,207.55873918037472,20.11111111111111,6
19,-52.424,0.526,0.538,0,0,0.083,10,0.177,True,18,10,(4 4),(6 6),94.737,240.2183379880411,19.57894736842105,6
20,-52.894,0.55,0.523,1,0,0.092,11,0.168,True,19,38,(3 5),(4 0),95.0,92.16945847209308,20.5,6
21,-51.345,0.619,0.516,2,0,0.108,13,0.172,True,20,14,(5 5),(6 8),95.238,447.715117132916,20.19047619047619,8
22,-54.678,0.591,0.546,0,0,0.081,13,0.159,True,21,40,(0 5),(0 2),95.455,35.573861343383896,21.09090909090909,8
23,-59.177,0.565,0.557,0,0,0.07,13,0.165,True,22,27,(7 8),(0 0),95.652,221.76566517557941,21.347826086956523,8
24,-60.366,0.583,0.541,1,0,0.075,14,0.176,True,23,27,(8 4),(0 3),95.833,463.35302275187803,21.583333333333332,8
25,-57.992,0.56,0.543,0,0,0.074,14,0.175,True,24,2,(1 5),(0 6),96.0,0.013456643314607695,20.8,8
26,-59.683,0.577,0.518,1,0,0.079,15,0.183,True,25,44,(0 5),(5 1),96.154,408.49048628879916,21.692307692307693,8
27,-59.076,0.593,0.517,1,0,0.085,16,0.183,True,26,11,(7 1),(0 2),96.296,110.87155230107362,21.296296296296298,8
28,-57.91,0.571,0.515,0,0,0.077,16,0.179,True,27,18,(4 2),(6 1),96.429,26.85117154529288,21.178571428571427,8
29,-56.761,0.552,0.513,0,0,0.072,16,0.178,True,28,14,(7 2),(7 4),96.552,0.015024426606265073,20.93103448275862,8
30,-55.13,0.533,0.52,0,0,0.071,16,0.178,True,29,5,(6 3),(8 4),96.667,0.015630781288047124,20.4,8
31,-57.36,0.516,0.502,0,0,0.062,16,0.172,True,30,33,(0 7),(3 1),96.774,96.43399969208008,20.806451612903224,8
32,-56.026,0.5,0.506,0,0,0.06,16,0.173,True,31,8,(5 7),(3 3),96.875,196.6513018770419,20.40625,8
33,-54.787,0.545,0.506,2,0,0.067,18,0.173,True,32,11,(3 5),(2 7),96.97,577.3427492014835,20.12121212121212,10
34,-54.306,0.559,0.499,1,0,0.071,19,0.175,True,33,15,(3 5),(6 1),97.059,327.1392877422244,19.970588235294116,11
35,-53.815,0.543,0.496,0,0,0.067,19,0.178,True,34,17,(3 6),(6 2),97.143,213.3722325583917,19.885714285714286,11
36,-53.119,0.528,0.493,0,0,0.063,19,0.18,True,35,17,(1 3),(2 0),97.222,399.46793709104026,19.805555555555557,11
37,-51.954,0.514,0.495,0,0,0.062,19,0.178,True,36,5,(2 7),(3 3),97.297,538.5538394398106,19.405405405405407,11
38,-50.613,0.5,0.497,0,0,0.062,19,0.181,True,37,2,(5 7),(6 6),97.368,606.0323191498443,18.94736842105263,11
39,-49.785,0.487,0.497,0,0,0.06,19,0.182,True,38,9,(7 4),(3 7),97.436,455.3216556163844,18.692307692307693,11
40,-48.81,0.475,0.495,0,0,0.059,19,0.184,True,39,6,(4 6),(0 6),97.5,546.7262072243037,18.375,11
41,-49.088,0.463,0.489,0,0,0.056,19,0.184,True,40,17,(1 8),(8 4),97.561,344.88263760901964,18.341463414634145,11
42,-48.38,0.452,0.49,0,0,0.054,19,0.186,True,41,11,(8 6),(6 5),97.619,454.2199975705385,18.166666666666668,11
43,-47.442,0.442,0.493,0,0,0.053,19,0.186,True,42,5,(1 7),(3 4),97.674,99.62704270012178,17.86046511627907,11
44,-46.772,0.432,0.494,0,0,0.052,19,0.186,True,43,11,(4 3),(7 5),97.727,205.8919360668745,17.704545454545453,11
45,-47.623,0.422,0.499,0,0,0.048,19,0.182,True,44,25,(1 7),(0 2),97.778,50.50872546715338,17.866666666666667,11
46,-47.87,0.413,0.515,0,0,0.046,19,0.182,True,45,21,(6 2),(2 0),97.826,124.76301848068204,17.934782608695652,11
47,-47.303,0.404,0.516,0,0,0.045,19,0.183,True,46,9,(7 8),(5 3),97.872,335.48106448455553,17.74468085106383,11
48,-46.738,0.396,0.517,0,0,0.044,19,0.182,True,47,11,(1 4),(3 3),97.917,345.13138342497376,17.604166666666668,11
49,-45.804,0.388,0.519,0,0,0.044,19,0.183,True,48,2,(3 5),(3 3),97.959,610.274580085953,17.285714285714285,11
50,-45.502,0.38,0.519,0,0,0.043,19,0.185,True,49,11,(7 6),(2 2),98.0,352.2253078465417,17.16,11
51,-45.033,0.373,0.517,0,0,0.041,19,0.183,True,50,12,(2 4),(4 6),98.039,250.9043350418289,17.058823529411764,11
52,-44.306,0.365,0.519,0,0,0.041,19,0.183,True,51,5,(1 3),(3 4),98.077,341.8623915783302,16.826923076923077,11
