episode,mean_reward,mean_cost,reward_approximation_mse,observed_cost,approximated_cost,observed_cost_rate,total_cost,absolute_cost_prediction_error,task_completed,number_of_tasks_completed,steps,starting_location,goal_location,task_success_rate,safe_actions_mean_uncertainty,mean_episode_steps,number_successful_corrective_updates
1,-39.551,1.0,0.51,1,0,0,1,0.118,True,1,17,(3 3),(1 2),100.0,111.15773430727364,17.0,0
2,-20.983,1.0,0.638,1,0,0,2,0.1,True,2,3,(1 4),(1 3),100.0,294.9017997652643,10.0,0
3,-44.996,0.667,1.281,0,0,0.069,2,0.082,True,3,29,(4 5),(0 0),100.0,165.1896640556766,16.333333333333332,0
4,-49.444,0.75,0.984,1,0,0.103,3,0.107,True,4,26,(6 6),(1 2),100.0,179.7918132293857,18.75,1
5,-44.338,0.6,0.927,0,0,0.077,3,0.094,True,5,10,(3 8),(2 3),100.0,219.52187526176772,17.0,1
6,-62.285,0.5,0.656,0,0,0.025,3,0.083,True,6,83,(6 1),(7 3),100.0,97.0613432420684,28.0,1
7,-54.456,0.571,0.658,1,0,0.033,4,0.081,True,7,5,(0 3),(3 1),100.0,439.0086590822649,24.714285714285715,2
8,-50.746,0.5,0.65,0,0,0.031,4,0.082,True,8,9,(3 1),(2 7),100.0,61.94824244988753,22.75,2
9,-78.619,0.889,0.561,4,0,0.061,8,0.055,True,9,92,(6 0),(0 5),100.0,19.09928354727273,30.444444444444443,4
10,-75.057,0.8,0.67,0,0,0.051,8,0.053,True,10,27,(4 7),(8 8),100.0,198.98398605620238,30.1,4
11,-78.042,0.727,0.636,0,0,0.044,8,0.059,True,11,23,(8 8),(3 0),100.0,127.58373454464576,29.454545454545453,4
12,-73.929,0.667,0.629,0,0,0.041,8,0.056,True,12,13,(5 0),(3 5),100.0,0.013131246296063529,28.083333333333332,4
13,-78.231,0.846,0.589,3,0,0.057,11,0.062,True,13,50,(3 3),(0 4),100.0,146.1926166551373,29.76923076923077,5
14,-77.367,0.786,0.588,0,0,0.049,11,0.067,True,14,29,(7 5),(1 2),100.0,243.21392438655786,29.714285714285715,5
15,-73.531,0.733,0.611,0,0,0.047,11,0.066,True,15,10,(7 6),(7 8),100.0,0.011912208323240761,28.4,5
16,-74.878,0.688,0.666,0,0,0.04,11,0.06,True,16,40,(6 6),(7 8),100.0,0.012382083986365502,29.125,5
17,-70.948,0.647,0.667,0,0,0.04,11,0.062,True,17,5,(6 1),(4 4),100.0,99.05133668660605,27.705882352941178,5
18,-69.882,0.611,0.653,0,0,0.037,11,0.061,True,18,23,(5 7),(2 1),100.0,100.62879252989447,27.444444444444443,5
