episode,mean_reward,mean_cost,reward_approximation_mse,observed_cost,approximated_cost,observed_cost_rate,total_cost,absolute_cost_prediction_error,task_completed,number_of_tasks_completed,steps,starting_location,goal_location,task_success_rate,safe_actions_mean_uncertainty,mean_episode_steps,number_successful_corrective_updates
1,-10.0,0.0,0.936,0,0,0,0,0.6,True,1,5,(1 2),(6 2),100.0,4.099387571623909,5.0,0
2,-33.372,3.0,0.687,6,0,1.2,6,0.258,True,2,26,(3 6),(3 8),100.0,3.997661921160245,15.5,2
3,-180.938,6.333,0.825,13,0,3.8,19,0.485,False,2,101,(5 5),(0 5),66.667,4.18375469324522,44.0,3
4,-244.603,7.0,0.757,9,0,5.6,28,0.408,False,2,101,(1 5),(1 7),50.0,4.112130195783403,58.25,5
5,-207.65,5.8,0.739,1,0,5.8,29,0.421,True,3,26,(1 1),(3 3),60.0,4.11427074819814,51.8,5
6,-177.39,5.0,0.747,1,0,6.0,30,0.428,True,4,12,(3 2),(2 5),66.667,4.038296541880222,45.166666666666664,5
7,-220.356,4.286,0.59,0,0,6.0,30,0.441,False,4,101,(5 4),(1 2),57.143,4.115451820919153,53.142857142857146,5
8,-232.709,3.75,0.625,0,0,0.319,30,0.453,True,5,89,(2 2),(1 2),62.5,4.157112716270355,57.625,5
9,-206.963,3.444,0.63,1,0,0.33,31,0.454,True,6,2,(5 2),(4 3),66.667,4.88503666166113,51.44444444444444,5
10,-195.707,3.5,0.622,4,0,0.372,35,0.43,True,7,28,(2 8),(7 6),70.0,4.265757712708392,49.1,8
11,-179.793,3.182,0.617,0,0,0.324,35,0.444,True,8,14,(1 1),(0 0),72.727,4.0899347442509875,45.90909090909091,8
12,-199.626,3.167,0.583,3,0,0.352,38,0.468,True,9,89,(2 0),(7 3),75.0,4.115012990864988,49.5,8
13,-185.748,2.923,0.589,0,0,0.328,38,0.465,True,10,8,(7 6),(7 2),76.923,4.1179314485924206,46.30769230769231,8
14,-180.076,2.929,0.575,3,0,0.353,41,0.466,True,11,38,(1 7),(5 2),78.571,4.19166200330531,45.714285714285715,8
15,-168.785,2.733,0.58,0,0,0.331,41,0.463,True,12,8,(4 2),(2 2),80.0,4.087612285819113,43.2,8
16,-160.832,2.562,0.572,0,0,0.27,41,0.478,True,13,28,(3 4),(2 0),81.25,4.280128489405521,42.25,8
17,-173.844,2.588,0.591,3,0,0.289,44,0.443,False,13,101,(6 4),(3 7),76.471,4.005500539442277,45.705882352941174,9
18,-206.919,2.556,0.654,2,0,0.303,46,0.41,False,13,101,(7 3),(2 8),72.222,4.138183821001956,48.77777777777778,11
19,-203.602,2.526,0.634,2,0,0.316,48,0.43,True,14,56,(5 8),(3 2),73.684,4.235296318432301,49.1578947368421,11
20,-210.856,2.4,0.625,0,0,0.316,48,0.445,False,14,101,(8 8),(1 0),70.0,4.1248119061415025,51.75,11
21,-203.566,2.286,0.626,0,0,0.281,48,0.44,True,15,19,(7 8),(6 0),71.429,4.2290656594062845,50.19047619047619,11
22,-196.813,2.227,0.628,1,0,0.287,49,0.442,True,16,25,(2 6),(1 8),72.727,4.013094553019425,49.04545454545455,11
23,-190.156,2.13,0.624,0,0,0.257,49,0.446,True,17,20,(2 8),(3 3),73.913,4.385469597583681,47.78260869565217,11
24,-183.725,2.042,0.619,0,0,0.231,49,0.446,True,18,21,(3 2),(6 4),75.0,4.094104373228831,46.666666666666664,11
25,-177.71,1.96,0.618,0,0,0.215,49,0.448,True,19,16,(5 2),(5 4),76.0,3.959916488528436,45.44,11
26,-183.322,1.885,0.625,0,0,0.215,49,0.426,False,19,101,(6 2),(6 7),73.077,4.111938887079909,47.57692307692308,11
27,-198.435,1.852,0.627,1,0,0.219,50,0.44,False,19,101,(4 1),(1 6),70.37,3.964262527282496,49.55555555555556,11
28,-191.384,1.786,0.629,0,0,0.217,50,0.44,True,20,2,(8 5),(7 6),71.429,4.1115040055327094,47.857142857142854,11
29,-191.612,1.759,0.624,1,0,0.222,51,0.446,True,21,72,(1 1),(0 7),72.414,4.049052438673182,48.689655172413794,12
30,-192.974,1.7,0.603,0,0,0.222,51,0.461,False,21,101,(7 7),(2 0),70.0,4.122443470071307,50.43333333333333,12
31,-206.655,1.645,0.615,0,0,0.222,51,0.466,False,21,101,(0 0),(1 7),67.742,4.10096927652419,52.064516129032256,12
32,-200.605,1.594,0.616,0,0,0.212,51,0.466,True,22,11,(2 4),(1 3),68.75,4.323850925006707,50.78125,12
33,-196.138,1.545,0.617,0,0,0.192,51,0.467,True,23,24,(1 4),(5 1),69.697,4.0333564860296836,49.96969696969697,12
34,-202.19,1.5,0.627,0,0,0.192,51,0.47,False,23,101,(6 0),(0 3),67.647,4.131859524378669,51.470588235294116,12
35,-200.101,1.514,0.63,2,0,0.2,53,0.461,True,24,38,(4 1),(8 8),68.571,4.224897524911635,51.08571428571429,12
36,-197.842,1.472,0.628,0,0,0.17,53,0.455,True,25,47,(4 0),(7 4),69.444,4.168745407758289,50.97222222222222,12
37,-192.522,1.432,0.63,0,0,0.169,53,0.455,True,26,2,(6 4),(6 2),70.27,3.753007163526572,49.648648648648646,12
38,-200.063,1.395,0.655,0,0,0.169,53,0.451,False,26,101,(8 6),(0 2),68.421,4.08827130692845,51.0,12
39,-199.58,1.359,0.646,0,0,0.146,53,0.452,True,27,50,(4 3),(7 6),69.231,4.24691612483269,50.97435897435897,12
40,-206.678,1.325,0.633,0,0,0.146,53,0.453,False,27,101,(1 7),(7 4),67.5,4.083649366740119,52.225,12
41,-206.495,1.293,0.631,0,0,0.127,53,0.459,True,28,53,(7 1),(3 4),68.293,4.081309432393373,52.24390243902439,12
42,-201.579,1.262,0.632,0,0,0.127,53,0.459,True,29,1,(6 3),(7 3),69.048,3.281173099347467,51.023809523809526,12
43,-196.947,1.233,0.632,0,0,0.126,53,0.459,True,30,3,(5 0),(7 1),69.767,3.8808057931527884,49.906976744186046,12
44,-196.374,1.227,0.636,1,0,0.128,54,0.452,True,31,39,(5 0),(6 5),70.455,4.1622004642603345,49.65909090909091,13
45,-197.679,1.2,0.62,0,0,0.128,54,0.455,False,31,101,(8 4),(2 0),68.889,4.083168769909778,50.8,13
46,-196.84,1.174,0.616,0,0,0.113,54,0.46,True,32,57,(4 3),(7 2),69.565,3.992958597684322,50.93478260869565,13
47,-192.811,1.149,0.616,0,0,0.112,54,0.46,True,33,5,(2 6),(0 3),70.213,4.09771546199715,49.95744680851064,13
48,-189.192,1.125,0.617,0,0,0.11,54,0.459,True,34,10,(5 0),(8 0),70.833,4.194849076460333,49.125,13
49,-191.45,1.102,0.607,0,0,0.11,54,0.447,False,34,101,(1 6),(6 6),69.388,4.222708545253326,50.183673469387756,13
50,-189.955,1.1,0.604,1,0,0.112,55,0.448,True,35,39,(0 8),(6 0),70.0,3.9957266659803894,49.96,14
51,-187.166,1.078,0.606,0,0,0.107,55,0.45,True,36,23,(0 2),(0 5),70.588,4.014837765512761,49.431372549019606,14
