episode,mean_reward,mean_cost,reward_approximation_mse,observed_cost,approximated_cost,observed_cost_rate,total_cost,absolute_cost_prediction_error,task_completed,number_of_tasks_completed,steps,starting_location,goal_location,task_success_rate,safe_actions_mean_uncertainty,mean_episode_steps,number_successful_corrective_updates
1,-82.103,5.0,0.523,5,0,0,5,0.125,True,1,40,(1 7),(3 1),100.0,257.4465724313249,40.0,0
2,-47.084,3.0,0.508,1,0,0,6,0.122,True,2,9,(7 4),(7 1),100.0,351.32246377888873,24.5,1
3,-65.836,2.333,0.392,1,0,0,7,0.143,True,3,49,(0 1),(3 5),100.0,65.69151422254242,32.666666666666664,2
4,-89.927,2.25,0.542,2,0,0,9,0.155,True,4,50,(3 5),(7 1),100.0,181.15216278370394,37.0,3
5,-94.472,1.8,0.563,0,0,0.29,9,0.151,True,5,31,(1 1),(8 0),100.0,89.4851147186855,35.8,3
6,-84.227,1.5,0.556,0,0,0.191,9,0.159,True,6,16,(7 7),(3 3),100.0,174.01047925866305,32.5,3
7,-75.182,1.286,0.552,0,0,0.164,9,0.182,True,7,8,(1 8),(4 3),100.0,495.20283919561405,29.0,3
8,-67.285,1.125,0.551,0,0,0.148,9,0.187,True,8,6,(4 6),(0 4),100.0,260.5269879592922,26.125,3
9,-63.679,1.0,0.538,0,0,0.117,9,0.182,True,9,16,(8 5),(7 0),100.0,201.8176783599475,25.0,3
10,-60.899,0.9,0.515,0,0,0.097,9,0.183,True,10,16,(6 6),(2 4),100.0,128.2874869884733,24.1,3
11,-57.997,0.818,0.517,0,0,0.088,9,0.2,True,11,9,(7 7),(2 3),100.0,392.6827791753527,22.727272727272727,3
12,-55.142,0.75,0.522,0,0,0.078,9,0.202,True,12,13,(6 4),(3 8),100.0,378.4017045629416,21.916666666666668,3
13,-50.9,0.692,0.532,0,0,0.078,9,0.205,True,13,1,(6 5),(7 5),100.0,697.4204438262403,20.307692307692307,3
14,-49.133,0.643,0.525,0,0,0.072,9,0.209,True,14,9,(5 8),(8 2),100.0,179.86527303610376,19.5,3
15,-51.83,0.6,0.495,0,0,0.056,9,0.214,True,15,35,(3 3),(5 8),100.0,203.39457994864352,20.533333333333335,3
16,-51.143,0.562,0.488,0,0,0.053,9,0.219,True,16,11,(7 7),(2 1),100.0,257.7988437334568,19.9375,3
17,-52.909,0.588,0.485,1,0,0.058,10,0.216,True,17,19,(1 1),(5 6),100.0,157.65961388287425,19.88235294117647,3
18,-53.95,0.556,0.5,0,0,0.049,10,0.235,True,18,33,(4 3),(2 8),100.0,383.2739756401235,20.61111111111111,3
19,-54.046,0.526,0.503,0,0,0.043,10,0.241,True,19,31,(5 0),(5 4),100.0,293.1183918885652,21.157894736842106,3
20,-54.0,0.5,0.499,0,0,0.038,10,0.227,True,20,25,(5 5),(5 0),100.0,26.7444830710851,21.35,3
21,-63.991,0.524,0.587,1,0,0.042,11,0.225,True,21,85,(3 1),(8 8),100.0,207.98474001649447,24.38095238095238,4
22,-64.395,0.5,0.575,0,0,0.04,11,0.225,True,22,16,(0 0),(8 4),100.0,100.07894700264058,24.0,4
23,-62.311,0.522,0.578,1,0,0.043,12,0.226,True,23,7,(4 7),(8 8),100.0,185.6722988559546,23.26086956521739,4
24,-60.293,0.5,0.578,0,0,0.042,12,0.223,True,24,8,(6 0),(5 3),100.0,0.012108824167833238,22.625,4
25,-58.171,0.48,0.58,0,0,0.042,12,0.223,True,25,5,(5 8),(4 6),100.0,283.4572884716056,21.92,4
26,-56.273,0.462,0.581,0,0,0.04,12,0.225,True,26,8,(7 4),(7 6),100.0,346.6383420571115,21.384615384615383,4
27,-56.16,0.481,0.575,1,0,0.044,13,0.221,True,27,14,(6 2),(0 4),100.0,137.11774284832092,21.11111111111111,5
28,-55.042,0.464,0.574,0,0,0.042,13,0.221,True,28,13,(2 0),(4 2),100.0,174.48011236541458,20.821428571428573,5
29,-53.276,0.448,0.572,0,0,0.041,13,0.223,True,29,4,(1 4),(1 3),100.0,360.00202358362844,20.24137931034483,5
30,-51.902,0.433,0.573,0,0,0.04,13,0.227,True,30,8,(0 4),(4 4),100.0,318.55105293522263,19.833333333333332,5
31,-50.657,0.419,0.574,0,0,0.04,13,0.228,True,31,6,(7 5),(2 6),100.0,260.8537418029767,19.387096774193548,5
32,-49.827,0.406,0.569,0,0,0.038,13,0.228,True,32,12,(8 4),(4 2),100.0,184.50170382243627,19.15625,5
33,-48.988,0.394,0.567,0,0,0.037,13,0.232,True,33,11,(2 6),(4 1),100.0,227.7745811458316,18.90909090909091,5
34,-47.69,0.382,0.569,0,0,0.037,13,0.232,True,34,5,(7 4),(6 2),100.0,328.30747298149475,18.5,5
35,-47.112,0.371,0.564,0,0,0.035,13,0.23,True,35,14,(0 0),(2 2),100.0,146.31362874903962,18.37142857142857,5
36,-45.938,0.361,0.565,0,0,0.035,13,0.233,True,36,5,(2 7),(1 7),100.0,668.4477658709991,18.0,5
37,-46.232,0.351,0.583,0,0,0.033,13,0.246,True,37,24,(6 8),(0 8),100.0,438.9973542011621,18.16216216216216,5
38,-60.647,0.368,0.528,1,0,0.035,14,0.282,False,37,101,(0 2),(4 7),97.368,471.3711743650318,20.342105263157894,5
39,-59.637,0.359,0.527,0,0,0.034,14,0.279,True,38,9,(4 3),(2 6),97.436,324.6097748729105,20.05128205128205,5
40,-59.729,0.35,0.522,0,0,0.033,14,0.279,True,39,15,(6 0),(3 8),97.5,105.89948681140525,19.925,5
