episode,mean_reward,mean_cost,reward_approximation_mse,observed_cost,approximated_cost,observed_cost_rate,total_cost,absolute_cost_prediction_error,task_completed,number_of_tasks_completed,steps,starting_location,goal_location,task_success_rate,safe_actions_mean_uncertainty,mean_episode_steps,number_successful_corrective_updates
1,-391.337,1.0,0.181,1,0,0,1,0.024,True,1,84,(0 1),(7 2),100.0,32.84928314371029,84.0,1
2,-223.012,2.0,0.23,3,0,0,4,0.068,True,2,34,(6 4),(5 7),100.0,313.36543362392763,59.0,3
3,-152.37,1.333,0.262,0,0,0.667,4,0.073,True,3,6,(1 2),(4 5),100.0,170.11047796694888,41.333333333333336,3
4,-171.243,1.0,0.338,0,0,0.667,4,0.053,False,3,101,(2 3),(4 1),75.0,22.669023669936102,56.25,3
5,-137.925,1.2,0.354,2,0,1.0,6,0.048,True,4,4,(2 5),(1 4),80.0,755.1847983604913,45.8,5
6,-115.34,1.0,0.368,0,0,0.667,6,0.052,True,5,3,(3 3),(3 4),83.333,259.90352287566355,38.666666666666664,5
7,-104.751,0.857,0.385,0,0,0.273,6,0.057,True,6,13,(4 0),(7 6),85.714,363.94920962064106,35.0,5
8,-104.404,1.0,0.377,2,0,0.364,8,0.076,True,7,30,(7 8),(2 2),87.5,388.4341120909329,34.375,7
9,-102.819,1.0,0.368,1,0,0.409,9,0.097,True,8,35,(6 2),(2 3),88.889,406.8370727524142,34.44444444444444,8
10,-96.045,0.9,0.373,0,0,0.237,9,0.095,True,9,16,(7 4),(7 7),90.0,193.40304690230818,32.6,8
11,-95.095,1.182,0.378,4,0,0.342,13,0.09,True,10,42,(0 7),(4 7),90.909,96.74509179877343,33.45454545454545,10
12,-95.446,1.167,0.365,1,0,0.368,14,0.1,True,11,31,(5 5),(0 8),91.667,173.082716579669,33.25,10
13,-91.64,1.231,0.364,2,0,0.421,16,0.1,True,12,12,(7 5),(0 2),92.308,227.76239227830925,31.615384615384617,11
14,-86.42,1.214,0.365,1,0,0.447,17,0.102,True,13,9,(4 5),(6 0),92.857,518.9103389150509,30.0,12
15,-85.859,1.2,0.368,1,0,0.474,18,0.113,True,14,31,(3 8),(4 6),93.333,338.24752665425257,30.066666666666666,12
16,-85.048,1.188,0.367,1,0,0.5,19,0.123,True,15,29,(5 8),(2 2),93.75,345.94590147885054,30.0,12
17,-91.787,1.118,0.341,0,0,0.5,19,0.167,False,15,101,(4 4),(2 7),88.235,247.0386893870849,34.1764705882353,12
18,-88.972,1.056,0.341,0,0,0.358,19,0.166,True,16,15,(1 2),(1 7),88.889,172.40965807607373,33.111111111111114,12
19,-85.989,1.053,0.343,1,0,0.377,20,0.169,True,17,13,(2 2),(6 3),89.474,268.711883204604,32.05263157894737,13
20,-81.689,1.0,0.349,0,0,0.37,20,0.169,True,18,1,(4 2),(5 2),90.0,0.012815801659476165,30.5,13
21,-80.352,0.952,0.358,0,0,0.241,20,0.185,True,19,29,(3 3),(5 8),90.476,439.0897639343647,30.428571428571427,13
22,-101.433,0.909,0.321,0,0,0.241,20,0.203,False,19,101,(6 1),(1 6),86.364,349.2721536054354,33.63636363636363,13
23,-100.838,0.957,0.335,2,0,0.265,22,0.203,True,20,34,(0 6),(8 1),86.957,198.56334748408483,33.65217391304348,13
24,-96.879,0.917,0.337,0,0,0.247,22,0.204,True,21,6,(1 4),(0 6),87.5,292.2839420708864,32.5,13
25,-103.433,0.92,0.341,1,0,0.258,23,0.216,True,22,72,(6 4),(0 8),88.0,294.15996836149355,34.08,14
26,-100.597,0.885,0.341,0,0,0.23,23,0.213,True,23,11,(3 3),(7 4),88.462,151.85951022200527,33.19230769230769,14
