episode,mean_reward,mean_cost,reward_approximation_mse,observed_cost,approximated_cost,observed_cost_rate,total_cost,absolute_cost_prediction_error,task_completed,number_of_tasks_completed,steps,starting_location,goal_location,task_success_rate,safe_actions_mean_uncertainty,mean_episode_steps,number_successful_corrective_updates
1,-311.254,3.0,0.91,3,0,0,3,0.05,False,0,101,(7 3),(0 2),0.0,89.6556988285718,101.0,3
2,-161.127,1.5,0.998,0,0,0.375,3,0.046,True,1,8,(5 0),(3 0),50.0,0.013359232274546627,54.5,3
3,-371.558,1.0,0.596,0,0,0.375,3,0.024,False,1,101,(0 0),(7 5),33.333,0.013037838830654472,70.0,3
4,-278.668,0.75,0.606,0,0,0.333,3,0.024,True,2,1,(5 5),(5 4),50.0,740.2333593566217,52.75,3
5,-235.817,0.6,0.585,0,0,0.1,3,0.043,True,3,21,(8 3),(0 4),60.0,278.1096677930743,46.4,3
6,-204.212,0.667,0.554,1,0,0.133,4,0.052,True,4,16,(2 7),(6 0),66.667,280.1743046121886,41.333333333333336,4
7,-175.787,0.571,0.552,0,0,0.118,4,0.052,True,5,4,(4 3),(6 1),71.429,0.014030187237616043,36.0,4
8,-158.991,0.5,0.529,0,0,0.083,4,0.064,True,6,14,(1 4),(7 4),75.0,287.61984211069773,33.25,4
9,-141.325,0.444,0.533,0,0,0.082,4,0.064,True,7,1,(4 3),(4 2),77.778,0.012363105004247907,29.666666666666668,4
10,-131.429,0.4,0.522,0,0,0.053,4,0.068,True,8,26,(8 3),(4 1),80.0,92.25767655781343,29.3,4
11,-128.441,0.545,0.51,2,0,0.08,6,0.068,True,9,29,(2 8),(8 7),81.818,151.381597522368,29.272727272727273,5
12,-119.573,0.583,0.503,1,0,0.093,7,0.083,True,10,15,(3 3),(1 6),83.333,753.0298898728336,28.083333333333332,6
13,-112.444,0.538,0.504,0,0,0.078,7,0.082,True,11,15,(4 0),(4 3),84.615,89.34415175603561,27.076923076923077,6
14,-106.044,0.5,0.501,0,0,0.068,7,0.085,True,12,13,(0 6),(3 8),85.714,174.92483975116448,26.071428571428573,6
15,-99.673,0.533,0.506,1,0,0.078,8,0.089,True,13,7,(4 7),(2 4),86.667,392.66565663420175,24.8,6
16,-93.506,0.5,0.512,0,0,0.076,8,0.091,True,14,2,(3 5),(1 5),87.5,378.160334062307,23.375,6
17,-90.437,0.471,0.507,0,0,0.068,8,0.093,True,15,12,(6 1),(0 5),88.235,324.0314606920321,22.705882352941178,6
18,-86.475,0.5,0.505,1,0,0.077,9,0.09,True,16,12,(5 5),(7 7),88.889,172.3995307216577,22.11111111111111,6
19,-81.976,0.474,0.511,0,0,0.076,9,0.09,True,17,2,(7 6),(7 4),89.474,0.01163282200104734,21.05263157894737,6
20,-80.992,0.55,0.495,2,0,0.092,11,0.097,True,18,24,(7 3),(5 7),90.0,238.71888529197423,21.2,8
21,-77.892,0.524,0.49,0,0,0.087,11,0.1,True,19,7,(4 7),(6 2),90.476,400.1084555094182,20.523809523809526,8
22,-75.611,0.545,0.487,1,0,0.095,12,0.104,True,20,12,(4 5),(8 2),90.909,342.07169211507266,20.136363636363637,8
23,-72.866,0.522,0.483,0,0,0.088,12,0.102,True,21,10,(6 3),(4 0),91.304,74.55854064176722,19.695652173913043,8
24,-79.617,0.5,0.639,0,0,0.052,12,0.091,True,22,97,(2 2),(7 8),91.667,19.96593503994222,22.916666666666668,8
25,-79.355,0.56,0.646,2,0,0.06,14,0.097,True,23,35,(7 3),(1 8),92.0,353.778811872568,23.4,9
26,-76.495,0.538,0.644,0,0,0.059,14,0.097,True,24,5,(3 0),(2 0),92.308,0.01176504095373641,22.692307692307693,9
27,-111.136,0.519,0.963,0,0,0.059,14,0.082,False,24,101,(0 0),(8 7),88.889,0.012468142475628436,25.59259259259259,9
28,-110.539,0.536,0.925,1,0,0.063,15,0.081,True,25,38,(4 1),(6 5),89.286,109.16732329466093,26.035714285714285,9
29,-107.055,0.517,0.924,0,0,0.061,15,0.083,True,26,8,(6 5),(4 7),89.655,528.3886062836934,25.413793103448278,9
30,-103.741,0.5,0.924,0,0,0.06,15,0.085,True,27,6,(4 7),(2 5),90.0,293.28990110423155,24.766666666666666,9
31,-100.395,0.484,0.924,0,0,0.059,15,0.085,True,28,1,(2 8),(3 8),90.323,0.011486978157879395,24.0,9
32,-97.351,0.469,0.922,0,0,0.059,15,0.087,True,29,3,(8 3),(7 1),90.625,825.2480431287853,23.34375,9
33,-94.542,0.455,0.921,0,0,0.058,15,0.089,True,30,4,(7 4),(8 1),90.909,228.50710936944176,22.757575757575758,9
34,-98.831,0.471,0.846,1,0,0.062,16,0.086,False,30,101,(2 8),(0 2),88.235,151.87890480312348,25.058823529411764,10
35,-102.319,0.457,0.842,0,0,0.062,16,0.077,False,30,101,(6 1),(1 1),85.714,0.012317962753508653,27.228571428571428,10
36,-100.579,0.444,0.837,0,0,0.059,16,0.078,True,31,13,(8 1),(3 5),86.111,197.940014885435,26.833333333333332,10
37,-103.453,0.432,0.872,0,0,0.046,16,0.079,True,32,74,(2 7),(8 4),86.486,76.01941937194111,28.10810810810811,10
38,-106.861,0.474,0.82,2,0,0.052,18,0.098,False,32,101,(8 1),(3 8),84.211,380.7007481782614,30.026315789473685,11
39,-105.011,0.462,0.814,0,0,0.05,18,0.099,True,33,13,(5 8),(0 6),84.615,432.0188143267594,29.58974358974359,11
40,-103.625,0.45,0.808,0,0,0.048,18,0.101,True,34,15,(7 2),(1 7),85.0,477.8440991486111,29.225,11
41,-101.472,0.439,0.805,0,0,0.047,18,0.103,True,35,7,(0 6),(4 3),85.366,751.5124539045873,28.682926829268293,11
42,-99.568,0.429,0.799,0,0,0.045,18,0.103,True,36,14,(3 3),(2 0),85.714,90.45370809527982,28.333333333333332,11
43,-98.147,0.419,0.795,0,0,0.044,18,0.108,True,37,15,(4 6),(8 1),86.047,622.3440119185326,28.023255813953487,11
44,-98.42,0.409,0.776,0,0,0.039,18,0.114,True,38,54,(4 1),(3 8),86.364,233.40096315246132,28.613636363636363,11
45,-96.598,0.4,0.775,0,0,0.038,18,0.115,True,39,7,(2 4),(6 5),86.667,576.8041383601915,28.133333333333333,11
46,-101.611,0.391,0.751,0,0,0.038,18,0.113,False,39,101,(8 8),(1 3),84.783,101.30163962184224,29.717391304347824,11
47,-99.89,0.383,0.756,0,0,0.037,18,0.114,True,40,15,(8 1),(8 3),85.106,459.4270026358302,29.404255319148938,11
48,-98.409,0.375,0.75,0,0,0.036,18,0.114,True,41,11,(2 5),(7 1),85.417,391.88373639770964,29.020833333333332,11
49,-102.481,0.367,0.748,0,0,0.036,18,0.11,False,41,101,(4 0),(0 1),83.673,48.76307723809694,30.489795918367346,11
50,-101.483,0.36,0.744,0,0,0.035,18,0.113,True,42,20,(3 0),(4 7),84.0,430.36085592799765,30.28,11
51,-104.106,0.353,0.724,0,0,0.035,18,0.107,False,42,101,(7 8),(3 2),82.353,3.9546503218682623,31.666666666666668,11
52,-103.487,0.346,0.715,0,0,0.032,18,0.106,True,43,40,(4 7),(3 1),82.692,140.17493605532187,31.826923076923077,11
53,-101.647,0.34,0.716,0,0,0.032,18,0.108,True,44,4,(5 4),(2 5),83.019,517.2839013363703,31.30188679245283,11
54,-105.353,0.333,0.705,0,0,0.032,18,0.102,False,44,101,(0 1),(3 0),81.481,0.012287861356901117,32.592592592592595,11
55,-104.318,0.327,0.701,0,0,0.031,18,0.103,True,45,17,(1 8),(6 2),81.818,288.252554047948,32.30909090909091,11
56,-102.592,0.321,0.7,0,0,0.031,18,0.103,True,46,6,(3 3),(3 0),82.143,133.10907553069293,31.839285714285715,11
57,-115.516,0.316,0.671,0,0,0.031,18,0.098,False,46,101,(0 1),(5 8),80.702,0.012617446989037991,33.05263157894737,11
58,-113.8,0.31,0.672,0,0,0.03,18,0.097,True,47,11,(3 2),(3 3),81.034,0.012138859686864857,32.672413793103445,11
59,-111.871,0.305,0.672,0,0,0.03,18,0.097,True,48,1,(5 3),(5 2),81.356,0.013404338079936965,32.13559322033898,11
60,-110.309,0.3,0.672,0,0,0.03,18,0.097,True,49,8,(2 0),(5 3),81.667,0.012661337899884478,31.733333333333334,11
61,-108.79,0.295,0.672,0,0,0.029,18,0.097,True,50,7,(7 5),(1 4),81.967,335.8875301660847,31.327868852459016,11
62,-109.195,0.29,0.686,0,0,0.027,18,0.1,True,51,48,(4 3),(8 7),82.258,139.36262810158823,31.596774193548388,11
63,-109.811,0.286,0.678,0,0,0.026,18,0.099,True,52,27,(8 8),(4 0),82.54,83.81080887011409,31.523809523809526,11
64,-109.35,0.281,0.673,0,0,0.025,18,0.102,True,53,22,(1 7),(8 6),82.812,404.03362374618683,31.375,11
65,-108.115,0.277,0.672,0,0,0.025,18,0.102,True,54,12,(7 1),(5 5),83.077,174.35134549304735,31.076923076923077,11
66,-107.141,0.273,0.669,0,0,0.024,18,0.107,True,55,17,(5 6),(1 7),83.333,560.6178095380812,30.863636363636363,11
67,-107.129,0.269,0.673,0,0,0.023,18,0.111,True,56,44,(6 2),(6 5),83.582,190.9651502977101,31.059701492537314,11
68,-106.431,0.265,0.67,0,0,0.022,18,0.111,True,57,24,(2 2),(1 7),83.824,496.5944308469223,30.955882352941178,11
69,-105.405,0.261,0.669,0,0,0.022,18,0.112,True,58,14,(7 1),(3 5),84.058,300.71079767145926,30.71014492753623,11
70,-104.155,0.257,0.668,0,0,0.022,18,0.113,True,59,8,(8 3),(5 0),84.286,381.22255835765844,30.385714285714286,11
71,-103.155,0.254,0.667,0,0,0.021,18,0.112,True,60,13,(4 0),(3 4),84.507,62.807836361908315,30.140845070422536,11
72,-103.705,0.25,0.671,0,0,0.02,18,0.112,True,61,49,(4 1),(7 8),84.722,135.56289257392282,30.40277777777778,11
73,-104.358,0.247,0.715,0,0,0.019,18,0.114,True,62,75,(5 7),(8 6),84.932,183.55785315219103,31.013698630136986,11
74,-105.795,0.257,0.691,1,0,0.02,19,0.115,False,62,101,(2 7),(4 7),83.784,173.2336925560945,31.95945945945946,11
75,-105.775,0.253,0.69,0,0,0.019,19,0.115,True,63,35,(1 5),(7 8),84.0,140.8196618557779,32.0,11
76,-104.607,0.25,0.688,0,0,0.019,19,0.115,True,64,7,(6 5),(4 0),84.211,215.78709707995168,31.67105263157895,11
77,-103.919,0.247,0.681,0,0,0.018,19,0.115,True,65,32,(3 6),(4 1),84.416,117.95224876908586,31.675324675324674,11
78,-102.947,0.244,0.68,0,0,0.018,19,0.115,True,66,9,(1 3),(7 2),84.615,331.18208260995186,31.384615384615383,11
79,-102.702,0.241,0.681,0,0,0.018,19,0.114,True,67,32,(2 4),(7 7),84.81,152.37998588182293,31.39240506329114,11
80,-101.623,0.238,0.679,0,0,0.017,19,0.114,True,68,10,(5 5),(6 0),85.0,169.80715537397776,31.125,11
81,-100.503,0.235,0.68,0,0,0.017,19,0.116,True,69,9,(4 6),(6 7),85.185,543.5625132273314,30.85185185185185,11
82,-99.289,0.232,0.679,0,0,0.017,19,0.116,True,70,2,(2 0),(3 0),85.366,0.011817601196082259,30.5,11
83,-98.553,0.229,0.679,0,0,0.017,19,0.117,True,71,14,(8 2),(1 3),85.542,215.1092748789011,30.301204819277107,11
84,-98.119,0.238,0.676,1,0,0.018,20,0.117,True,72,22,(7 4),(1 4),85.714,145.5602971337141,30.202380952380953,11
85,-97.265,0.235,0.674,0,0,0.018,20,0.118,True,73,10,(1 6),(7 4),85.882,652.0807083380324,29.96470588235294,11
86,-96.968,0.233,0.671,0,0,0.017,20,0.119,True,74,21,(1 6),(8 4),86.047,406.356580971424,29.86046511627907,11
87,-96.207,0.23,0.671,0,0,0.017,20,0.119,True,75,15,(6 1),(4 3),86.207,122.8344467767913,29.689655172413794,11
