episode,mean_reward,mean_cost,reward_approximation_mse,observed_cost,approximated_cost,observed_cost_rate,total_cost,absolute_cost_prediction_error,task_completed,number_of_tasks_completed,steps,starting_location,goal_location,task_success_rate,safe_actions_mean_uncertainty,mean_episode_steps,number_successful_corrective_updates
1,-191.565,1.0,0.216,1,0,0,1,0.0,True,1,68,(0 6),(1 1),100.0,71.16064743217248,68.0,0
2,-120.174,1.0,0.372,1,0,0,2,0.012,True,2,18,(8 0),(5 4),100.0,22.455255121105296,43.0,1
3,-82.72,0.667,0.36,0,0,0.4,2,0.022,True,3,5,(2 5),(1 1),100.0,142.28862381150756,30.333333333333332,1
4,-68.91,0.5,0.37,0,0,0.111,2,0.019,True,4,13,(5 6),(4 2),100.0,140.34322234755967,26.0,1
5,-59.036,0.4,0.373,0,0,0.074,2,0.027,True,5,9,(3 3),(5 8),100.0,59.23568827135162,22.6,1
6,-49.363,0.333,0.401,0,0,0.069,2,0.026,True,6,2,(3 3),(3 5),100.0,0.01623987377567775,19.166666666666668,1
7,-48.26,0.286,0.365,0,0,0.039,2,0.022,True,7,22,(3 2),(6 8),100.0,35.38493380998499,19.571428571428573,1
8,-46.736,0.25,0.359,0,0,0.032,2,0.034,True,8,12,(5 8),(8 5),100.0,323.95318310123594,18.625,1
9,-46.341,0.222,0.397,0,0,0.026,2,0.03,True,9,15,(8 0),(8 5),100.0,38.46572373946888,18.22222222222222,1
10,-43.607,0.2,0.463,0,0,0.023,2,0.041,True,10,8,(0 3),(0 7),100.0,380.90613951365145,17.2,1
11,-50.584,0.364,0.643,2,0,0.047,4,0.035,True,11,59,(4 1),(7 2),100.0,6.556477987041366,21.0,2
12,-46.57,0.417,0.637,1,0,0.058,5,0.03,True,12,3,(1 4),(0 4),100.0,1046.759013223098,19.5,3
13,-45.437,0.385,0.622,0,0,0.047,5,0.028,True,13,20,(3 7),(6 6),100.0,0.01611832056564279,19.53846153846154,3
14,-52.484,0.357,0.572,0,0,0.03,5,0.041,True,14,60,(2 3),(8 5),100.0,66.91612404552534,22.428571428571427,3
15,-50.172,0.333,0.572,0,0,0.028,5,0.049,True,15,10,(1 8),(0 4),100.0,781.6160514139158,21.6,3
16,-48.752,0.312,0.558,0,0,0.026,5,0.062,True,16,16,(0 4),(2 8),100.0,432.05173037185773,21.25,3
17,-46.536,0.353,0.561,1,0,0.031,6,0.066,True,17,6,(8 8),(6 4),100.0,324.1228218578574,20.352941176470587,3
18,-44.599,0.333,0.559,0,0,0.03,6,0.068,True,18,6,(1 2),(5 4),100.0,0.015147329040773152,19.555555555555557,3
19,-49.217,0.789,0.563,9,0,0.076,15,0.064,True,19,38,(1 8),(7 0),100.0,262.35794481546384,20.526315789473685,9
20,-47.474,0.75,0.568,0,0,0.073,15,0.063,True,20,8,(4 0),(2 4),100.0,199.16686680026382,19.9,9
21,-46.145,0.714,0.568,0,0,0.07,15,0.064,True,21,9,(5 2),(6 6),100.0,41.231568127513064,19.38095238095238,9
22,-44.047,0.682,0.572,0,0,0.069,15,0.066,True,22,1,(1 6),(2 6),100.0,984.703987796812,18.545454545454547,9
23,-42.132,0.652,0.577,0,0,0.069,15,0.068,True,23,1,(7 3),(7 4),100.0,650.5326992982416,17.782608695652176,9
24,-50.767,0.625,0.733,0,0,0.069,15,0.078,False,23,101,(6 3),(6 1),95.833,87.16086638439467,21.25,9
25,-48.923,0.6,0.735,0,0,0.068,15,0.078,True,24,4,(4 4),(3 7),96.0,0.016512788824834247,20.56,9
26,-47.329,0.577,0.735,0,0,0.066,15,0.079,True,25,5,(2 3),(4 0),96.154,307.0450627575375,19.96153846153846,9
27,-46.133,0.556,0.732,0,0,0.064,15,0.081,True,26,9,(3 3),(4 7),96.296,138.8222392786421,19.555555555555557,9
28,-45.907,0.536,0.722,0,0,0.058,15,0.081,True,27,25,(2 2),(0 3),96.429,70.65842309758037,19.75,9
29,-45.804,0.517,0.708,0,0,0.054,15,0.086,True,28,18,(1 8),(6 5),96.552,91.92693529361517,19.689655172413794,9
30,-44.619,0.5,0.706,0,0,0.053,15,0.085,True,29,7,(0 6),(2 4),96.667,376.911984873963,19.266666666666666,9
31,-44.192,0.484,0.698,0,0,0.05,15,0.089,True,30,16,(5 8),(1 7),96.774,326.69921735036013,19.161290322580644,9
32,-45.308,0.469,0.675,0,0,0.045,15,0.106,True,31,31,(1 0),(1 7),96.875,653.5581876237518,19.53125,9
33,-45.278,0.455,0.661,0,0,0.042,15,0.108,True,32,26,(4 1),(5 2),96.97,234.83654035775646,19.727272727272727,9
34,-43.946,0.441,0.665,0,0,0.042,15,0.109,True,33,1,(2 6),(2 5),97.059,958.2237941165082,19.176470588235293,9
35,-43.194,0.429,0.663,0,0,0.041,15,0.108,True,34,7,(8 6),(2 5),97.143,242.39456785968326,18.82857142857143,9
36,-42.145,0.417,0.669,0,0,0.04,15,0.107,True,35,5,(3 5),(4 7),97.222,253.54034627891124,18.444444444444443,9
37,-48.712,0.405,0.664,0,0,0.036,15,0.107,True,36,49,(8 0),(0 0),97.297,79.14773662873948,19.27027027027027,9
38,-50.345,0.395,0.651,0,0,0.034,15,0.104,True,37,19,(7 8),(1 1),97.368,103.89169974613269,19.263157894736842,9
39,-52.924,0.385,0.641,0,0,0.032,15,0.099,True,38,35,(8 1),(3 2),97.436,33.83660687827856,19.666666666666668,9
40,-56.471,0.4,0.637,1,0,0.034,16,0.095,True,39,86,(2 2),(7 4),97.5,61.32454252245836,21.325,9
41,-61.279,0.39,0.696,0,0,0.034,16,0.088,False,39,101,(7 3),(6 1),95.122,17.940158161724785,23.26829268292683,9
42,-60.738,0.381,0.69,0,0,0.032,16,0.087,True,40,19,(5 2),(5 7),95.238,0.015495103431842891,23.166666666666668,9
43,-64.201,0.372,0.639,0,0,0.032,16,0.096,False,40,101,(5 8),(6 1),93.023,328.6732778466264,24.976744186046513,9
44,-63.28,0.364,0.636,0,0,0.032,16,0.097,True,41,11,(2 6),(3 0),93.182,368.50243456229424,24.65909090909091,9
45,-62.155,0.356,0.635,0,0,0.031,16,0.1,True,42,7,(1 7),(3 4),93.333,548.3513378344844,24.266666666666666,9
46,-61.688,0.348,0.632,0,0,0.03,16,0.099,True,43,14,(8 7),(3 2),93.478,117.58818867819707,24.043478260869566,9
47,-60.663,0.34,0.633,0,0,0.03,16,0.099,True,44,8,(2 3),(5 6),93.617,43.56568981370878,23.70212765957447,9
48,-59.93,0.333,0.631,0,0,0.029,16,0.103,True,45,12,(0 3),(1 8),93.75,829.2216120354252,23.458333333333332,9
49,-58.96,0.327,0.633,0,0,0.029,16,0.104,True,46,7,(0 6),(5 6),93.878,535.8752043793041,23.122448979591837,9
50,-58.872,0.36,0.628,2,0,0.033,18,0.106,True,47,23,(6 1),(6 5),94.0,197.5401094378441,23.12,10
51,-59.399,0.353,0.625,0,0,0.032,18,0.108,True,48,19,(8 0),(8 8),94.118,280.2086702134749,23.03921568627451,10
52,-58.594,0.346,0.626,0,0,0.031,18,0.108,True,49,8,(8 1),(6 5),94.231,63.70284144813297,22.75,10
53,-57.798,0.34,0.626,0,0,0.031,18,0.108,True,50,7,(1 4),(4 0),94.34,156.45804365570146,22.452830188679247,10
54,-57.078,0.333,0.628,0,0,0.03,18,0.111,True,51,11,(0 1),(5 0),94.444,514.5243278214239,22.24074074074074,10
55,-58.738,0.327,0.633,0,0,0.028,18,0.114,True,52,36,(7 4),(0 0),94.545,203.66244794153002,22.490909090909092,10
56,-57.707,0.321,0.633,0,0,0.028,18,0.114,True,53,2,(3 6),(1 6),94.643,647.0274961611699,22.125,10
57,-57.582,0.333,0.631,1,0,0.03,19,0.112,True,54,16,(5 8),(0 5),94.737,161.27851917723112,22.017543859649123,10
58,-63.437,0.328,0.643,0,0,0.03,19,0.113,False,54,101,(7 0),(4 1),93.103,70.36730143714082,23.379310344827587,10
59,-62.526,0.322,0.643,0,0,0.03,19,0.114,True,55,6,(8 7),(7 4),93.22,163.7680030264563,23.084745762711865,10
60,-62.017,0.317,0.642,0,0,0.029,19,0.114,True,56,15,(6 4),(4 1),93.333,0.015250124131599251,22.95,10
61,-61.077,0.311,0.643,0,0,0.029,19,0.114,True,57,4,(1 2),(3 4),93.443,0.014945494774848812,22.639344262295083,10
62,-61.156,0.306,0.639,0,0,0.027,19,0.115,True,58,31,(6 8),(8 1),93.548,88.73650456262298,22.774193548387096,10
63,-60.556,0.302,0.639,0,0,0.027,19,0.115,True,59,10,(4 0),(4 6),93.651,267.2614620576248,22.571428571428573,10
64,-61.404,0.297,0.632,0,0,0.026,19,0.117,True,60,24,(0 5),(8 5),93.75,396.1544864341776,22.59375,10
65,-60.862,0.292,0.63,0,0,0.026,19,0.12,True,61,9,(6 5),(1 7),93.846,425.8852213843363,22.384615384615383,10
66,-60.499,0.288,0.626,0,0,0.025,19,0.119,True,62,15,(5 3),(1 2),93.939,40.73622226279914,22.272727272727273,10
67,-60.349,0.284,0.623,0,0,0.025,19,0.122,True,63,17,(0 1),(2 7),94.03,554.3386848738528,22.19402985074627,10
68,-59.825,0.279,0.62,0,0,0.024,19,0.122,True,64,13,(5 0),(1 1),94.118,119.74871651917448,22.058823529411764,10
69,-60.776,0.275,0.618,0,0,0.024,19,0.124,True,65,29,(1 7),(8 0),94.203,170.16366471335766,22.159420289855074,10
70,-65.352,0.271,0.624,0,0,0.024,19,0.135,False,65,101,(0 4),(8 0),92.857,414.39063792857934,23.285714285714285,10
71,-64.466,0.268,0.623,0,0,0.023,19,0.135,True,66,3,(7 3),(8 1),92.958,378.3516066284347,23.0,10
72,-64.801,0.264,0.624,0,0,0.023,19,0.135,True,67,23,(1 1),(0 7),93.056,310.71831994325674,23.0,10
73,-64.097,0.26,0.625,0,0,0.023,19,0.137,True,68,7,(8 8),(5 6),93.151,358.1688111194703,22.78082191780822,10
74,-63.817,0.257,0.623,0,0,0.022,19,0.137,True,69,13,(8 3),(2 6),93.243,156.8157809853399,22.64864864864865,10
75,-63.143,0.253,0.623,0,0,0.022,19,0.136,True,70,7,(7 4),(3 3),93.333,0.016533131624130958,22.44,10
76,-62.536,0.25,0.624,0,0,0.022,19,0.137,True,71,7,(8 5),(3 5),93.421,212.04880013192337,22.236842105263158,10
77,-61.784,0.247,0.623,0,0,0.022,19,0.136,True,72,4,(2 3),(0 5),93.506,0.015402026708144227,22.0,10
78,-61.621,0.244,0.623,0,0,0.021,19,0.135,True,73,12,(5 8),(4 1),93.59,93.83726427234518,21.871794871794872,10
79,-62.485,0.241,0.617,0,0,0.02,19,0.134,True,74,57,(7 0),(5 2),93.671,156.5663425082531,22.31645569620253,10
80,-62.724,0.238,0.614,0,0,0.02,19,0.132,True,75,26,(5 3),(5 7),93.75,20.94339100605803,22.3625,10
81,-62.204,0.235,0.623,0,0,0.019,19,0.132,True,76,14,(6 5),(8 1),93.827,93.18671456122424,22.25925925925926,10
82,-61.622,0.232,0.623,0,0,0.019,19,0.132,True,77,8,(2 1),(5 4),93.902,166.147817409746,22.085365853658537,10
83,-62.179,0.229,0.617,0,0,0.019,19,0.131,True,78,26,(8 0),(4 8),93.976,16.02834684727448,22.132530120481928,10
84,-62.912,0.238,0.619,1,0,0.02,20,0.129,True,79,35,(6 1),(4 2),94.048,14.742300926714469,22.285714285714285,10
85,-62.442,0.235,0.618,0,0,0.02,20,0.129,True,80,10,(8 2),(3 5),94.118,56.08193189291045,22.141176470588235,10
86,-62.344,0.233,0.616,0,0,0.019,20,0.129,True,81,24,(1 7),(5 3),94.186,267.03513468523175,22.162790697674417,10
87,-61.789,0.23,0.617,0,0,0.019,20,0.128,True,82,10,(6 4),(8 1),94.253,65.32465646118055,22.022988505747126,10
88,-61.2,0.227,0.617,0,0,0.019,20,0.129,True,83,5,(0 5),(4 6),94.318,1014.7646163708459,21.829545454545453,10
89,-60.591,0.225,0.617,0,0,0.019,20,0.13,True,84,5,(5 0),(4 2),94.382,1023.0806842147292,21.640449438202246,10
90,-62.01,0.222,0.611,0,0,0.018,20,0.135,True,85,43,(7 3),(3 0),94.444,289.04526437018956,21.877777777777776,10
91,-61.329,0.22,0.612,0,0,0.018,20,0.135,True,86,1,(4 5),(3 5),94.505,0.014937053314956822,21.64835164835165,10
92,-60.811,0.217,0.611,0,0,0.018,20,0.135,True,87,7,(0 4),(5 4),94.565,75.80990139741724,21.48913043478261,10
93,-60.814,0.215,0.608,0,0,0.018,20,0.136,True,88,16,(0 5),(8 8),94.624,333.07910536216906,21.43010752688172,10
94,-63.439,0.213,0.597,0,0,0.018,20,0.131,False,88,101,(5 6),(1 1),93.617,68.67030151349032,22.27659574468085,10
95,-63.282,0.211,0.594,0,0,0.017,20,0.131,True,89,18,(8 6),(1 7),93.684,260.09622541747484,22.231578947368423,10
96,-62.658,0.208,0.595,0,0,0.017,20,0.131,True,90,4,(2 2),(3 1),93.75,0.014742413176407523,22.041666666666668,10
97,-64.478,0.206,0.606,0,0,0.017,20,0.134,False,90,101,(7 4),(6 1),92.784,124.95962955714916,22.855670103092784,10
98,-64.326,0.204,0.606,0,0,0.017,20,0.133,True,91,20,(4 7),(8 1),92.857,51.43068294893195,22.8265306122449,10
99,-63.842,0.212,0.605,1,0,0.018,21,0.134,True,92,7,(3 1),(8 3),92.929,243.9237210339392,22.666666666666668,10
100,-64.247,0.21,0.599,0,0,0.017,21,0.134,True,93,32,(0 5),(7 2),93.0,156.4051406903699,22.76,10
101,-63.871,0.208,0.599,0,0,0.017,21,0.134,True,94,8,(7 2),(1 4),93.069,86.24746663993791,22.613861386138613,10
102,-64.173,0.225,0.598,2,0,0.019,23,0.134,True,95,30,(6 1),(4 2),93.137,124.06234164948285,22.686274509803923,10
103,-63.788,0.223,0.598,0,0,0.019,23,0.134,True,96,9,(4 1),(4 6),93.204,293.83899222748244,22.553398058252426,10
104,-63.466,0.221,0.596,0,0,0.018,23,0.133,True,97,17,(4 2),(5 4),93.269,95.84328769440324,22.5,10
105,-63.263,0.219,0.594,0,0,0.018,23,0.133,True,98,16,(6 4),(2 2),93.333,62.38823229731747,22.438095238095237,10
106,-63.027,0.226,0.595,1,0,0.019,24,0.134,True,99,16,(7 2),(6 5),93.396,252.05971877060205,22.37735849056604,10
107,-63.316,0.224,0.591,0,0,0.019,24,0.136,True,100,31,(6 3),(1 8),93.458,362.5070918123284,22.457943925233646,10
108,-63.894,0.222,0.583,0,0,0.018,24,0.134,True,101,63,(2 7),(1 2),93.519,108.63226098885802,22.833333333333332,10
109,-63.409,0.22,0.583,0,0,0.018,24,0.134,True,102,6,(0 4),(4 6),93.578,192.41135869877553,22.678899082568808,10
110,-62.98,0.218,0.583,0,0,0.018,24,0.134,True,103,9,(6 5),(4 2),93.636,0.01540446015499896,22.554545454545455,10
111,-62.634,0.216,0.582,0,0,0.017,24,0.133,True,104,9,(4 6),(8 7),93.694,68.18135635342064,22.43243243243243,10
112,-62.399,0.214,0.583,0,0,0.017,24,0.133,True,105,13,(8 1),(6 5),93.75,57.060544156549824,22.348214285714285,10
