episode,mean_reward,mean_cost,reward_approximation_mse,observed_cost,approximated_cost,observed_cost_rate,total_cost,absolute_cost_prediction_error,task_completed,number_of_tasks_completed,steps,starting_location,goal_location,task_success_rate,safe_actions_mean_uncertainty,mean_episode_steps,number_successful_corrective_updates
1,-116.896,2.0,0.393,2,0,0,2,0.065,True,1,46,(3 3),(7 3),100.0,177.9779720710759,46.0,0
2,-67.317,1.0,0.432,0,0,0.222,2,0.109,True,2,9,(5 7),(2 7),100.0,649.5004195156446,27.5,0
3,-48.507,1.333,0.471,2,0,0.444,4,0.113,True,3,7,(8 0),(6 2),100.0,1088.3104820473095,20.666666666666668,1
4,-39.5,1.25,0.488,1,0,0.556,5,0.083,True,4,10,(2 0),(3 3),100.0,0.013781738030539125,18.0,1
5,-32.53,1.0,0.479,0,0,0.385,5,0.105,True,5,4,(4 4),(5 1),100.0,798.6585752403876,15.2,1
6,-49.934,1.167,0.416,2,0,0.538,7,0.126,True,6,35,(5 8),(2 0),100.0,385.1587771308494,18.5,3
7,-46.023,1.0,0.423,0,0,0.28,7,0.146,True,7,12,(6 1),(3 4),100.0,325.72845274469597,17.571428571428573,3
8,-48.048,1.0,0.443,1,0,0.32,8,0.159,True,8,28,(5 1),(7 3),100.0,848.878899119929,18.875,3
9,-46.983,0.889,0.445,0,0,0.2,8,0.151,True,9,15,(4 1),(5 5),100.0,151.30250995628893,18.444444444444443,3
10,-42.809,0.8,0.456,0,0,0.182,8,0.147,True,10,4,(4 2),(2 4),100.0,399.47144458634443,17.0,3
11,-44.081,0.818,0.44,1,0,0.205,9,0.142,True,11,13,(7 8),(0 4),100.0,304.55822851771796,16.636363636363637,3
12,-41.148,0.75,0.437,0,0,0.18,9,0.138,True,12,6,(4 6),(3 7),100.0,329.85640158519476,15.75,3
13,-39.454,0.692,0.43,0,0,0.141,9,0.143,True,13,14,(7 2),(5 2),100.0,983.1820908839952,15.615384615384615,3
