episode,mean_reward,mean_cost,reward_approximation_mse,observed_cost,approximated_cost,observed_cost_rate,total_cost,absolute_cost_prediction_error,task_completed,number_of_tasks_completed,steps,starting_location,goal_location,task_success_rate,safe_actions_mean_uncertainty,mean_episode_steps,number_successful_corrective_updates
1,-35.359,6.0,0.513,6,0,0,6,0.211,True,1,19,(6 3),(1 4),100.0,478.327158296794,19.0,3
2,-23.647,3.5,0.551,1,0,0,7,0.2,True,2,6,(7 6),(6 1),100.0,957.2904604194915,12.5,3
3,-21.431,2.667,0.632,1,0,0,8,0.273,True,3,8,(0 4),(2 8),100.0,685.7921004931189,11.0,4
4,-16.677,2.25,0.685,1,0,0,9,0.278,True,4,3,(1 3),(2 1),100.0,107.9680840514687,9.0,4
5,-16.522,1.8,0.582,0,0,0.643,9,0.34,True,5,14,(3 2),(5 1),100.0,1159.64756954556,10.0,4
6,-18.595,1.5,0.574,0,0,0.36,9,0.344,True,6,11,(0 3),(4 8),100.0,757.4749554119416,10.166666666666666,4
7,-22.72,1.429,0.513,1,0,0.4,10,0.276,True,7,15,(2 4),(5 2),100.0,189.1109756847741,10.857142857142858,5
8,-26.738,1.625,0.498,3,0,0.52,13,0.278,True,8,21,(6 6),(2 3),100.0,671.299740856905,12.125,8
9,-25.559,1.556,0.502,1,0,0.56,14,0.266,True,9,12,(1 6),(2 3),100.0,536.9959434010163,12.11111111111111,8
10,-24.644,1.5,0.48,1,0,0.6,15,0.259,True,10,7,(5 6),(8 8),100.0,820.4535369840369,11.6,9
11,-23.71,1.364,0.503,0,0,0.429,15,0.238,True,11,10,(4 7),(5 4),100.0,84.31218871358625,11.454545454545455,9
12,-25.451,1.25,0.48,0,0,0.288,15,0.245,True,12,17,(5 2),(1 7),100.0,756.0576838500073,11.916666666666666,9
13,-25.575,1.308,0.479,2,0,0.327,17,0.23,True,13,9,(8 2),(4 7),100.0,879.4958705233929,11.692307692307692,11
14,-30.294,1.357,0.455,2,0,0.365,19,0.24,True,14,23,(8 0),(3 8),100.0,682.2298609603498,12.5,11
15,-28.795,1.267,0.445,0,0,0.333,19,0.233,True,15,5,(5 4),(4 0),100.0,1194.0456730770766,12.0,11
16,-27.551,1.188,0.456,0,0,0.302,19,0.247,True,16,6,(2 8),(4 6),100.0,1629.5325505642622,11.625,11
17,-27.985,1.235,0.449,2,0,0.333,21,0.256,True,17,17,(5 1),(7 6),100.0,1572.7798389789168,11.941176470588236,13
18,-27.467,1.167,0.448,0,0,0.296,21,0.256,True,18,8,(6 5),(1 6),100.0,575.3701225379382,11.722222222222221,13
19,-26.463,1.105,0.452,0,0,0.276,21,0.264,True,19,5,(1 8),(2 4),100.0,1684.4571630994383,11.368421052631579,13
20,-27.795,1.1,0.451,1,0,0.289,22,0.267,True,20,20,(1 4),(6 0),100.0,1671.8811092317974,11.8,14
21,-28.162,1.048,0.465,0,0,0.234,22,0.291,True,21,18,(7 3),(6 8),100.0,1499.7061547178162,12.095238095238095,14
22,-30.233,1.091,0.452,2,0,0.255,24,0.288,True,22,24,(0 1),(4 7),100.0,1116.3930678878603,12.636363636363637,16
23,-31.47,1.043,0.436,0,0,0.203,24,0.275,True,23,24,(1 3),(3 5),100.0,369.565526173268,13.130434782608695,16
24,-30.36,1.0,0.443,0,0,0.195,24,0.274,True,24,5,(6 6),(4 7),100.0,520.6740033300274,12.791666666666666,16
25,-30.15,1.0,0.442,1,0,0.203,25,0.273,True,25,12,(6 3),(8 7),100.0,2098.3199430607274,12.76,17
26,-29.591,1.0,0.437,1,0,0.211,26,0.27,True,26,11,(7 1),(4 1),100.0,1487.6032175489952,12.692307692307692,18
27,-28.794,1.0,0.44,1,0,0.22,27,0.266,True,27,5,(8 6),(5 4),100.0,1733.181729233254,12.407407407407407,19
28,-28.904,0.964,0.445,0,0,0.201,27,0.263,True,28,11,(4 4),(2 1),100.0,957.0482277704621,12.357142857142858,19
