episode,mean_reward,mean_cost,reward_approximation_mse,observed_cost,approximated_cost,observed_cost_rate,total_cost,absolute_cost_prediction_error,task_completed,number_of_tasks_completed,steps,starting_location,goal_location,task_success_rate,safe_actions_mean_uncertainty,mean_episode_steps,number_successful_corrective_updates
1,-62.499,3.0,0.603,3,0,0,3,0.312,True,1,32,(5 4),(1 8),100.0,243.381012825822,32.0,3
2,-39.368,1.5,0.576,0,0,0.3,3,0.333,True,2,10,(2 3),(3 0),100.0,241.1774537932875,21.0,3
3,-32.935,1.667,0.571,2,0,0.5,5,0.25,True,3,10,(3 2),(6 5),100.0,295.0909216884095,17.333333333333332,4
4,-27.595,1.25,0.565,0,0,0.294,5,0.237,True,4,7,(5 6),(1 7),100.0,335.9164191019859,14.75,4
5,-40.024,1.6,0.728,3,0,0.471,8,0.229,True,5,24,(1 8),(8 0),100.0,309.1988173902193,16.6,6
6,-33.52,1.333,0.752,0,0,0.421,8,0.235,True,6,2,(6 6),(4 6),100.0,537.9321316080235,14.166666666666666,6
7,-35.423,1.286,0.711,1,0,0.474,9,0.245,True,7,17,(4 8),(8 1),100.0,435.6378424844105,14.571428571428571,6
8,-31.576,1.125,0.707,0,0,0.391,9,0.245,True,8,4,(6 7),(5 8),100.0,515.3878419931566,13.25,6
9,-30.326,1.0,0.694,0,0,0.29,9,0.254,True,9,8,(0 0),(5 3),100.0,260.20534112882405,12.666666666666666,6
10,-28.2,1.0,0.694,1,0,0.323,10,0.273,True,10,7,(1 0),(2 2),100.0,520.6926589984247,12.1,7
11,-28.366,0.909,0.66,0,0,0.25,10,0.292,True,11,9,(1 8),(3 1),100.0,297.0490419579803,11.818181818181818,7
12,-33.481,1.333,0.96,6,0,0.4,16,0.265,True,12,36,(7 1),(1 0),100.0,282.7533710872467,13.833333333333334,11
13,-35.184,1.231,0.959,0,0,0.219,16,0.317,True,13,33,(3 8),(5 7),100.0,672.3911996176454,15.307692307692308,11
14,-36.139,1.143,1.084,0,0,0.178,16,0.315,True,14,17,(0 3),(8 0),100.0,417.7136506891913,15.428571428571429,11
15,-35.511,1.133,1.052,1,0,0.189,17,0.311,True,15,9,(7 1),(4 7),100.0,361.20599674387904,15.0,11
16,-33.666,1.125,1.044,1,0,0.2,18,0.31,True,16,4,(1 1),(1 5),100.0,384.73466102440324,14.3125,12
17,-32.6,1.118,1.021,1,0,0.211,19,0.314,True,17,10,(0 1),(2 3),100.0,413.60604936074566,14.058823529411764,12
18,-33.048,1.111,1.001,1,0,0.222,20,0.324,True,18,11,(7 7),(3 0),100.0,234.19361087519255,13.88888888888889,12
19,-33.63,1.211,0.99,3,0,0.256,23,0.303,True,19,17,(4 3),(0 7),100.0,124.38505860511785,14.052631578947368,15
20,-32.744,1.15,0.972,0,0,0.23,23,0.307,True,20,10,(4 3),(8 1),100.0,348.94954528431,13.85,15
21,-34.862,1.095,1.06,0,0,0.185,23,0.316,True,21,24,(7 1),(6 8),100.0,383.28636495354266,14.333333333333334,15
22,-33.82,1.045,1.043,0,0,0.177,23,0.316,True,22,6,(7 7),(2 6),100.0,534.7169807839583,13.954545454545455,15
23,-32.551,1.0,1.04,0,0,0.172,23,0.312,True,23,4,(6 3),(3 4),100.0,316.45977866177645,13.521739130434783,15
24,-33.191,0.958,1.007,0,0,0.151,23,0.322,True,24,18,(0 0),(6 2),100.0,196.63807868909828,13.708333333333334,15
25,-32.332,0.96,0.985,1,0,0.158,24,0.326,True,25,8,(3 4),(0 3),100.0,353.4406137552393,13.48,15
26,-31.181,0.923,0.983,0,0,0.155,24,0.329,True,26,3,(1 1),(3 2),100.0,369.3366659910468,13.076923076923077,15
27,-30.829,0.889,0.954,0,0,0.142,24,0.322,True,27,14,(4 2),(2 6),100.0,85.88248513747794,13.11111111111111,15
28,-29.764,0.857,0.952,0,0,0.14,24,0.32,True,28,2,(5 6),(6 5),100.0,557.5562200998228,12.714285714285714,15
29,-29.181,0.862,0.944,1,0,0.146,25,0.314,True,29,7,(4 7),(3 3),100.0,249.29095064598073,12.517241379310345,16
30,-29.238,0.833,0.931,0,0,0.137,25,0.316,True,30,11,(2 0),(5 6),100.0,366.0729160021657,12.466666666666667,16
