episode,mean_reward,mean_cost,reward_approximation_mse,observed_cost,approximated_cost,observed_cost_rate,total_cost,absolute_cost_prediction_error,task_completed,number_of_tasks_completed,steps,starting_location,goal_location,task_success_rate,safe_actions_mean_uncertainty,mean_episode_steps,number_successful_corrective_updates
1,-33.053,2.0,0.653,2,0,0,2,0.4,True,1,15,(6 3),(7 7),100.0,5.083846292256483,15.0,0
2,-57.326,1.5,0.689,1,0,0,3,0.324,True,2,22,(8 4),(4 6),100.0,5.044546863658704,18.5,0
3,-79.725,2.0,0.615,3,0,0,6,0.189,True,3,53,(7 5),(3 0),100.0,5.229897674935278,30.0,0
4,-69.811,2.25,0.555,3,0,0,9,0.171,True,4,21,(0 6),(2 0),100.0,5.311883702236194,27.75,0
5,-59.443,1.8,0.557,0,0,1.0,9,0.158,True,5,9,(3 6),(5 1),100.0,5.237230032994069,24.0,0
6,-85.816,2.5,0.527,6,0,1.667,15,0.225,True,6,67,(0 6),(3 6),100.0,5.154733598325079,31.166666666666668,3
7,-82.205,2.429,0.523,2,0,1.889,17,0.21,True,7,23,(2 8),(8 6),100.0,5.256901330331839,30.0,4
8,-71.93,2.125,0.538,0,0,1.7,17,0.209,True,8,1,(0 4),(0 5),100.0,4.401632447802461,26.375,4
9,-77.887,1.889,0.564,0,0,0.327,17,0.19,True,9,42,(8 4),(4 0),100.0,5.079908672452993,28.11111111111111,4
10,-111.131,2.0,0.587,3,0,0.385,20,0.15,False,9,101,(3 0),(2 4),90.0,5.077890676713309,35.4,5
11,-127.927,2.182,0.561,4,0,0.462,24,0.176,False,9,101,(2 7),(1 7),81.818,5.1608231269500395,41.36363636363637,9
12,-117.669,2.0,0.562,0,0,0.421,24,0.174,True,10,5,(4 2),(3 1),83.333,5.119179793951522,38.333333333333336,9
13,-134.975,1.923,0.666,1,0,0.439,25,0.184,False,10,101,(5 5),(0 2),76.923,5.119233392417304,43.15384615384615,9
14,-134.178,2.214,0.658,6,0,0.544,31,0.194,True,11,42,(1 1),(2 8),78.571,5.106590668038529,43.07142857142857,9
15,-129.551,2.067,0.652,0,0,0.348,31,0.189,True,12,32,(2 2),(8 3),80.0,5.233214470573612,42.333333333333336,9
16,-123.515,2.0,0.649,1,0,0.36,32,0.189,True,13,10,(0 5),(5 0),81.25,5.283595773940154,40.3125,10
17,-132.877,2.0,0.641,2,0,0.382,34,0.194,True,14,73,(5 4),(1 7),82.353,5.1924200420573685,42.23529411764706,11
18,-126.693,1.889,0.637,0,0,0.337,34,0.19,True,15,12,(3 1),(7 3),83.333,5.046222907091937,40.55555555555556,11
19,-121.214,1.842,0.637,1,0,0.347,35,0.193,True,16,10,(1 7),(5 5),84.211,5.0077693329607165,38.94736842105263,11
20,-116.513,1.8,0.634,1,0,0.356,36,0.193,True,17,11,(3 8),(3 3),85.0,5.090831089801336,37.55,12
21,-113.835,1.714,0.647,0,0,0.295,36,0.19,True,18,21,(4 1),(8 4),85.714,5.203760147483939,36.76190476190476,12
22,-109.37,1.636,0.647,0,0,0.277,36,0.191,True,19,8,(4 5),(4 1),86.364,5.303849320090917,35.45454545454545,12
23,-107.873,1.565,0.648,0,0,0.212,36,0.19,True,20,40,(4 3),(7 2),86.957,5.149676731381144,35.65217391304348,12
24,-103.823,1.542,0.646,1,0,0.218,37,0.189,True,21,10,(5 5),(5 3),87.5,4.949045703991292,34.583333333333336,13
25,-100.638,1.64,0.648,4,0,0.241,41,0.192,True,22,14,(6 7),(3 8),88.0,5.044457894395583,33.76,14
26,-115.881,1.615,0.614,1,0,0.247,42,0.216,False,22,101,(0 1),(5 3),84.615,5.184003326992885,36.34615384615385,14
27,-118.764,1.556,0.582,0,0,0.247,42,0.218,False,22,101,(7 2),(1 1),81.481,5.2539601852383795,38.74074074074074,14
28,-122.027,1.571,0.605,2,0,0.259,44,0.211,True,23,71,(2 2),(8 8),82.143,5.097110697815194,39.892857142857146,15
29,-130.949,1.552,0.61,1,0,0.265,45,0.225,False,23,101,(0 0),(4 0),79.31,5.177741513973671,42.0,15
30,-129.523,1.5,0.608,0,0,0.222,45,0.226,True,24,33,(8 0),(5 4),80.0,5.233445087406203,41.7,15
31,-126.836,1.452,0.607,0,0,0.205,45,0.23,True,25,17,(3 8),(8 7),80.645,5.2381634326286575,40.903225806451616,15
32,-123.669,1.438,0.606,1,0,0.209,46,0.231,True,26,12,(1 4),(3 2),81.25,5.158256823805268,40.0,15
33,-120.314,1.394,0.605,0,0,0.203,46,0.23,True,27,7,(3 5),(2 0),81.818,5.250202493937953,39.0,15
34,-116.952,1.353,0.605,0,0,0.199,46,0.231,True,28,4,(5 5),(5 1),82.353,4.6747966572760795,37.970588235294116,15
35,-117.109,1.314,0.603,0,0,0.167,46,0.228,True,29,45,(1 3),(8 8),82.857,5.089057899528978,38.17142857142857,15
36,-121.945,1.278,0.607,0,0,0.129,46,0.239,True,30,81,(2 4),(1 8),83.333,5.040506953619993,39.361111111111114,15
37,-121.527,1.27,0.598,1,0,0.132,47,0.246,True,31,42,(7 7),(3 8),83.784,5.221320052115522,39.432432432432435,15
38,-118.636,1.237,0.598,0,0,0.129,47,0.247,True,32,6,(3 5),(7 3),84.211,5.086604791449799,38.55263157894737,15
39,-116.195,1.205,0.596,0,0,0.126,47,0.246,True,33,11,(6 5),(3 1),84.615,5.291382309120791,37.84615384615385,15
40,-116.567,1.2,0.595,1,0,0.128,48,0.247,True,34,28,(7 6),(1 6),85.0,5.33785652164089,37.6,15
41,-121.251,1.171,0.583,0,0,0.128,48,0.262,False,34,101,(7 1),(2 7),82.927,5.066215541576542,39.146341463414636,15
42,-119.62,1.143,0.577,0,0,0.119,48,0.26,True,35,28,(4 7),(4 0),83.333,5.234622764887954,38.88095238095238,15
43,-127.796,1.116,0.606,0,0,0.119,48,0.252,False,35,101,(4 2),(0 4),81.395,5.053848310788904,40.325581395348834,15
44,-133.434,1.114,0.609,1,0,0.122,49,0.254,True,36,86,(8 3),(0 7),81.818,5.084861366802043,41.36363636363637,15
45,-136.35,1.089,0.621,0,0,0.122,49,0.258,False,36,101,(6 1),(0 1),80.0,5.188089659935384,42.68888888888889,15
46,-136.128,1.065,0.616,0,0,0.108,49,0.252,True,37,53,(4 2),(7 8),80.435,5.138542015044218,42.91304347826087,15
47,-134.492,1.043,0.616,0,0,0.104,49,0.254,True,38,17,(8 6),(3 6),80.851,5.140274971883813,42.361702127659576,15
48,-131.984,1.021,0.616,0,0,0.102,49,0.256,True,39,8,(3 5),(7 3),81.25,4.99641983599176,41.645833333333336,15
49,-130.277,1.02,0.614,1,0,0.104,50,0.253,True,40,24,(8 1),(3 0),81.633,5.186806769984213,41.285714285714285,15
50,-130.289,1.0,0.614,0,0,0.097,50,0.254,True,41,35,(8 1),(4 5),82.0,5.117528691860131,41.16,15
51,-134.17,1.02,0.621,2,0,0.101,52,0.254,True,42,83,(5 4),(5 8),82.353,5.134440629661551,41.98039215686274,16
52,-132.13,1.0,0.62,0,0,0.098,52,0.255,True,43,14,(2 5),(4 3),82.692,5.139004222004502,41.44230769230769,16
53,-134.999,1.019,0.603,2,0,0.102,54,0.252,False,43,101,(3 8),(1 1),81.132,5.067967901788169,42.56603773584906,16
54,-133.171,1.0,0.602,0,0,0.099,54,0.252,True,44,18,(1 6),(2 2),81.481,5.26450486485779,42.111111111111114,16
55,-137.096,0.982,0.604,0,0,0.099,54,0.243,False,44,101,(8 1),(3 3),80.0,5.170647164114465,43.18181818181818,16
56,-134.99,0.964,0.604,0,0,0.097,54,0.243,True,45,11,(5 2),(8 4),80.357,5.3771053791212555,42.607142857142854,16
57,-132.704,0.947,0.605,0,0,0.096,54,0.244,True,46,4,(3 5),(5 7),80.702,4.765833761487356,41.92982456140351,16
58,-132.341,0.931,0.602,0,0,0.092,54,0.246,True,47,24,(1 7),(7 3),81.034,5.12642124091621,41.62068965517241,16
59,-132.399,0.915,0.607,0,0,0.088,54,0.244,True,48,29,(2 0),(8 7),81.356,5.1291025023579655,41.40677966101695,16
60,-137.761,0.9,0.616,0,0,0.088,54,0.243,False,48,101,(3 3),(5 6),80.0,5.251171534113727,42.4,16
61,-136.118,0.885,0.616,0,0,0.086,54,0.242,True,49,14,(7 5),(3 1),80.328,5.113264741457365,41.9344262295082,16
62,-139.947,0.871,0.639,0,0,0.086,54,0.245,False,49,101,(8 8),(0 2),79.032,5.081489047625139,42.88709677419355,16
63,-138.677,0.857,0.638,0,0,0.083,54,0.244,True,50,22,(5 4),(8 0),79.365,5.100748981874857,42.55555555555556,16
64,-136.51,0.844,0.638,0,0,0.083,54,0.244,True,51,1,(7 3),(7 2),79.688,6.186256993286528,41.90625,16
65,-140.289,0.831,0.638,0,0,0.074,54,0.243,True,52,79,(8 8),(1 6),80.0,5.1282878284774425,42.47692307692308,16
66,-142.197,0.818,0.632,0,0,0.074,54,0.24,False,52,101,(8 7),(2 2),78.788,5.171559669100883,43.36363636363637,16
67,-140.074,0.806,0.632,0,0,0.074,54,0.24,True,53,1,(1 6),(1 5),79.104,5.586124904331584,42.73134328358209,16
68,-138.537,0.794,0.632,0,0,0.072,54,0.24,True,54,14,(4 6),(6 2),79.412,5.003848276590981,42.30882352941177,16
69,-137.425,0.797,0.63,1,0,0.074,55,0.242,True,55,28,(0 2),(5 5),79.71,5.136965371719309,42.10144927536232,16
70,-136.131,0.786,0.629,0,0,0.071,55,0.241,True,56,24,(7 3),(7 6),80.0,5.040898858438914,41.84285714285714,16
71,-135.996,0.775,0.633,0,0,0.068,55,0.24,True,57,36,(8 3),(6 7),80.282,5.060140737114379,41.76056338028169,16
72,-134.278,0.764,0.633,0,0,0.067,55,0.239,True,58,9,(0 7),(1 5),80.556,5.051938319885659,41.30555555555556,16
73,-138.452,0.753,0.632,0,0,0.067,55,0.237,False,58,101,(7 3),(3 5),79.452,5.141384831832456,42.12328767123287,16
74,-136.786,0.743,0.631,0,0,0.067,55,0.238,True,59,11,(6 2),(7 4),79.73,5.244156620589749,41.7027027027027,16
75,-135.095,0.733,0.631,0,0,0.066,55,0.238,True,60,5,(3 5),(3 0),80.0,5.381010942785022,41.21333333333333,16
76,-133.349,0.724,0.631,0,0,0.066,55,0.239,True,61,3,(7 3),(8 1),80.263,5.154663094938424,40.71052631578947,16
77,-131.728,0.714,0.631,0,0,0.065,55,0.238,True,62,7,(8 2),(7 4),80.519,5.454041121803862,40.27272727272727,16
78,-130.052,0.705,0.632,0,0,0.065,55,0.238,True,63,2,(3 3),(5 3),80.769,5.377634923307627,39.782051282051285,16
79,-128.508,0.696,0.633,0,0,0.065,55,0.238,True,64,5,(5 5),(3 2),81.013,5.355414269347149,39.34177215189873,16
80,-127.256,0.688,0.633,0,0,0.064,55,0.239,True,65,10,(1 7),(4 2),81.25,5.150172960243487,38.975,16
