episode,mean_reward,mean_cost,reward_approximation_mse,observed_cost,approximated_cost,observed_cost_rate,total_cost,absolute_cost_prediction_error,task_completed,number_of_tasks_completed,steps,starting_location,goal_location,task_success_rate,safe_actions_mean_uncertainty,mean_episode_steps,number_successful_corrective_updates
1,-374.389,13.0,0.599,13,0,0,13,0.424,True,1,85,(4 0),(3 7),100.0,5.488453128796009,85.0,3
2,-190.609,7.0,0.598,1,0,0,14,0.402,True,2,7,(2 0),(3 0),100.0,5.230075768855488,46.0,3
3,-183.526,6.0,0.606,4,0,0,18,0.421,True,3,41,(8 1),(3 7),100.0,5.579957858527289,44.333333333333336,4
4,-155.992,5.5,0.53,4,0,0,22,0.382,True,4,40,(0 3),(3 2),100.0,5.5745812626842195,43.25,5
5,-165.607,6.6,0.492,11,0,0,33,0.457,True,5,94,(7 5),(5 3),100.0,5.444015529740151,53.4,6
6,-139.35,5.667,0.496,1,0,0,34,0.449,True,6,5,(3 0),(5 3),100.0,5.283670098891361,45.333333333333336,6
7,-122.97,4.857,0.503,0,0,3.4,34,0.468,True,7,10,(8 3),(4 3),100.0,5.74639204216823,40.285714285714285,6
8,-153.318,4.375,0.528,1,0,3.5,35,0.543,False,7,101,(4 1),(8 1),87.5,5.20784055785882,47.875,7
9,-179.502,4.444,0.556,5,0,4.0,40,0.519,False,7,101,(8 6),(5 7),77.778,5.42411679274844,53.77777777777778,7
10,-181.029,4.1,0.554,1,0,4.1,41,0.535,True,8,34,(7 6),(0 3),80.0,5.336778920826919,51.8,8
11,-176.961,3.818,0.548,1,0,4.2,42,0.517,True,9,37,(7 4),(0 4),81.818,5.226624189518643,50.45454545454545,8
12,-162.803,3.667,0.549,2,0,4.4,44,0.515,True,10,6,(1 8),(0 7),83.333,5.944151561742414,46.75,8
13,-152.414,3.385,0.549,0,0,2.095,44,0.507,True,11,11,(3 7),(7 4),84.615,5.476158260173942,44.0,8
14,-191.002,3.214,0.499,1,0,2.143,45,0.489,False,11,101,(1 4),(7 1),78.571,5.513391415807306,48.07142857142857,8
15,-181.381,3.0,0.497,0,0,1.047,45,0.486,True,12,22,(3 3),(2 2),80.0,5.482005755731815,46.333333333333336,8
16,-175.441,2.812,0.498,0,0,0.703,45,0.486,True,13,21,(1 2),(8 8),81.25,5.360880235306395,44.75,8
17,-177.272,2.647,0.495,0,0,0.274,45,0.434,True,14,100,(3 4),(7 7),82.353,5.603279642758108,48.0,8
18,-179.831,2.556,0.492,1,0,0.28,46,0.448,True,15,56,(4 1),(5 6),83.333,5.407070335929198,48.44444444444444,8
19,-172.362,2.421,0.492,0,0,0.256,46,0.445,True,16,16,(3 4),(7 4),84.211,5.0728697731041335,46.73684210526316,8
20,-174.629,2.35,0.505,1,0,0.261,47,0.437,True,17,50,(7 7),(1 6),85.0,5.396984237607815,46.9,9
21,-167.314,2.238,0.505,0,0,0.245,47,0.438,True,18,12,(3 0),(3 4),85.714,5.369903032809457,45.23809523809524,9
22,-182.104,2.136,0.671,0,0,0.17,47,0.441,True,19,84,(0 0),(8 8),86.364,5.4017655302761955,47.0,9
