episode,mean_reward,mean_cost,reward_approximation_mse,observed_cost,approximated_cost,observed_cost_rate,total_cost,absolute_cost_prediction_error,task_completed,number_of_tasks_completed,steps,starting_location,goal_location,task_success_rate,safe_actions_mean_uncertainty,mean_episode_steps,number_successful_corrective_updates
1,-87.207,2.0,0.605,2,0,0,2,0.105,True,1,19,(6 2),(0 7),100.0,4.6058386311517365,19.0,0
2,-67.353,2.0,0.603,2,0,0,4,0.077,True,2,20,(2 0),(5 3),100.0,4.519860681772248,19.5,1
3,-93.767,3.667,0.57,7,0,0,11,0.217,True,3,44,(6 3),(0 4),100.0,4.506709597766358,27.666666666666668,1
4,-71.488,3.25,0.586,2,0,0,13,0.195,True,4,4,(2 4),(5 3),100.0,4.711865262100725,21.75,1
5,-63.502,2.6,0.578,0,0,0.619,13,0.167,True,5,21,(6 1),(4 1),100.0,4.5202582705381245,21.6,1
6,-60.097,2.667,0.558,3,0,0.762,16,0.178,True,6,21,(3 6),(2 8),100.0,4.619393789414897,21.5,1
7,-51.856,2.286,0.581,0,0,0.667,16,0.189,True,7,3,(5 3),(6 3),100.0,4.095816401154359,18.857142857142858,1
8,-47.29,2.25,0.58,2,0,0.75,18,0.194,True,8,7,(4 4),(0 1),100.0,4.2465782111319355,17.375,2
9,-45.053,2.0,0.596,0,0,0.5,18,0.199,True,9,12,(6 3),(1 4),100.0,4.600388570184191,16.77777777777778,2
10,-97.452,2.3,0.67,5,0,0.639,23,0.274,False,9,101,(1 0),(0 6),90.0,4.5412284118169906,25.2,4
11,-99.617,2.091,0.653,0,0,0.295,23,0.31,True,10,42,(7 3),(1 5),90.909,4.561933820802077,26.727272727272727,4
12,-97.913,2.083,0.626,2,0,0.321,25,0.31,True,11,41,(1 4),(2 8),91.667,4.376239877040117,27.916666666666668,4
13,-92.088,2.077,0.621,2,0,0.346,27,0.323,True,12,12,(1 4),(2 3),92.308,4.574078837428804,26.692307692307693,4
14,-86.158,1.929,0.624,0,0,0.318,27,0.325,True,13,7,(3 7),(3 6),92.857,4.6142435082201505,25.285714285714285,4
15,-85.591,2.0,0.624,3,0,0.353,30,0.322,True,14,19,(7 8),(0 6),93.333,4.577332449380181,24.866666666666667,5
16,-82.843,1.938,0.614,1,0,0.365,31,0.327,True,15,21,(2 8),(5 4),93.75,4.617433756767955,24.625,5
17,-81.901,1.824,0.616,0,0,0.279,31,0.331,True,16,26,(0 5),(5 6),94.118,4.415116784816848,24.705882352941178,5
