episode,mean_reward,mean_cost,reward_approximation_mse,observed_cost,approximated_cost,observed_cost_rate,total_cost,absolute_cost_prediction_error,task_completed,number_of_tasks_completed,steps,starting_location,goal_location,task_success_rate,safe_actions_mean_uncertainty,mean_episode_steps,number_successful_corrective_updates
1,-7.813,0.0,0.664,0,0,0,0,0.4,True,1,5,(6 6),(7 2),100.0,5.525889358895702,5.0,0
2,-240.614,2.0,1.245,4,0,0.8,4,0.236,False,1,101,(6 5),(5 7),50.0,5.390489138604834,53.0,1
3,-161.409,1.667,1.227,1,0,1.0,5,0.248,True,2,3,(0 6),(0 3),66.667,5.78576109473119,36.333333333333336,1
4,-257.355,2.25,1.295,4,0,1.8,9,0.305,False,2,101,(7 0),(0 2),50.0,5.3963790634203725,52.5,4
5,-224.255,2.6,1.201,4,0,2.6,13,0.376,True,3,35,(4 5),(0 7),60.0,5.277652879182509,49.0,5
6,-189.718,2.167,1.188,0,0,1.083,13,0.369,True,4,7,(0 7),(6 6),66.667,5.453480770814863,42.0,5
7,-234.463,2.429,1.038,4,0,1.417,17,0.385,False,4,101,(8 0),(1 7),57.143,5.465616712138425,50.42857142857143,5
8,-209.305,2.125,1.017,0,0,0.773,17,0.38,True,5,10,(0 8),(6 4),62.5,5.5113101251351235,45.375,5
9,-188.558,2.0,1.007,1,0,0.818,18,0.39,True,6,9,(1 4),(6 2),66.667,5.507314584737205,41.333333333333336,5
10,-169.802,1.8,1.013,0,0,0.75,18,0.39,True,7,2,(0 5),(0 7),70.0,4.810810403746581,37.4,5
11,-155.589,1.636,0.998,0,0,0.562,18,0.382,True,8,8,(2 6),(5 8),72.727,5.4059530346072036,34.72727272727273,5
12,-177.317,1.833,1.191,4,0,0.688,22,0.308,False,8,101,(2 8),(7 7),66.667,5.368964823125735,40.25,8
13,-190.447,1.692,1.25,0,0,0.688,22,0.267,False,8,101,(6 2),(7 7),61.538,5.313487130631988,44.92307692307692,8
14,-177.478,1.643,1.245,1,0,0.719,23,0.268,True,9,6,(2 0),(5 1),64.286,5.196458653027964,42.142857142857146,8
15,-166.707,1.533,1.239,0,0,0.548,23,0.275,True,10,10,(1 4),(4 1),66.667,5.441251391005936,40.0,8
16,-161.368,1.688,1.207,4,0,0.643,27,0.26,True,11,31,(4 7),(8 6),68.75,5.441210423214641,39.4375,11
17,-157.49,1.706,1.147,2,0,0.69,29,0.269,True,12,45,(6 3),(3 0),70.588,5.5138142329080155,39.76470588235294,11
18,-150.111,1.889,1.146,5,0,0.81,34,0.27,True,13,12,(2 3),(0 2),72.222,5.345545921530307,38.22222222222222,11
19,-176.796,1.789,1.287,0,0,0.81,34,0.25,False,13,101,(5 2),(5 8),68.421,5.322282005916807,41.526315789473685,11
20,-180.567,1.85,1.213,3,0,0.881,37,0.3,False,13,101,(3 8),(0 0),65.0,5.476500099587919,44.5,11
21,-172.112,1.762,1.214,0,0,0.822,37,0.3,True,14,3,(7 6),(7 3),66.667,5.509363790931741,42.523809523809526,11
22,-178.496,1.727,1.189,1,0,0.844,38,0.307,True,15,53,(8 3),(2 8),68.182,5.216584082330385,43.0,11
23,-193.333,1.652,1.178,0,0,0.844,38,0.288,False,15,101,(6 0),(5 6),65.217,5.456976570552747,45.52173913043478,11
24,-200.614,1.625,1.159,1,0,0.867,39,0.29,True,16,72,(0 3),(4 7),66.667,5.4013793797437675,46.625,12
25,-197.72,1.6,1.138,1,0,0.889,40,0.276,True,17,64,(8 1),(8 3),68.0,5.503476296748127,47.32,12
26,-192.588,1.538,1.126,0,0,0.588,40,0.275,True,18,23,(8 7),(6 0),69.231,5.425005256932218,46.38461538461539,12
27,-199.977,1.481,1.126,0,0,0.588,40,0.261,False,18,101,(1 2),(6 4),66.667,5.568302676560641,48.407407407407405,12
28,-208.479,1.429,1.095,0,0,0.588,40,0.271,False,18,101,(0 3),(4 7),64.286,5.4812875119321225,50.285714285714285,12
29,-211.591,1.414,1.066,1,0,0.603,41,0.275,True,19,98,(3 4),(5 7),65.517,5.37946237250342,51.93103448275862,12
30,-218.192,1.367,1.079,0,0,0.603,41,0.299,False,19,101,(5 3),(0 3),63.333,5.360119168865587,53.56666666666667,12
31,-211.639,1.323,1.079,0,0,0.539,41,0.299,True,20,8,(6 0),(7 3),64.516,4.865467454016297,52.096774193548384,12
32,-220.245,1.281,1.08,0,0,0.539,41,0.298,False,20,101,(5 1),(5 7),62.5,5.216141959603084,53.625,12
33,-215.498,1.273,1.075,1,0,0.553,42,0.297,True,21,16,(0 8),(6 2),63.636,5.407748936330484,52.484848484848484,13
34,-214.246,1.235,1.052,0,0,0.288,42,0.297,True,22,70,(2 2),(6 6),64.706,5.399052566182043,53.0,13
35,-208.55,1.2,1.049,0,0,0.269,42,0.295,True,23,10,(8 2),(7 0),65.714,5.617420148831838,51.77142857142857,13
