episode,mean_reward,mean_cost,reward_approximation_mse,observed_cost,approximated_cost,observed_cost_rate,total_cost,absolute_cost_prediction_error,task_completed,number_of_tasks_completed,steps,starting_location,goal_location,task_success_rate,safe_actions_mean_uncertainty,mean_episode_steps,number_successful_corrective_updates
1,-538.75,9.0,1.025,9,0,0,9,0.03,False,0,101,(2 1),(5 7),0.0,4.770722971859629,101.0,2
2,-298.038,6.5,0.989,4,0,0,13,0.077,True,1,16,(0 6),(4 0),50.0,4.558126627177206,58.5,3
3,-203.799,5.0,0.953,2,0,0,15,0.056,True,2,8,(7 7),(4 4),66.667,4.999798393791191,41.666666666666664,3
4,-153.599,4.0,0.967,1,0,0,16,0.047,True,3,3,(7 6),(7 3),75.0,4.100866277374839,32.0,3
5,-148.152,3.6,0.828,2,0,0,18,0.196,True,4,61,(6 5),(6 2),80.0,4.8653342050236414,37.8,3
6,-138.903,3.333,0.8,2,0,0,20,0.235,True,5,28,(0 4),(4 3),83.333,4.69558019826227,36.166666666666664,3
7,-135.986,3.143,0.784,2,0,0,22,0.207,True,6,29,(3 3),(6 7),85.714,4.764311239463462,35.142857142857146,4
8,-121.816,3.0,0.776,2,0,0,24,0.217,True,7,8,(2 1),(5 6),87.5,5.121821013282605,31.75,4
9,-111.387,2.667,0.762,0,0,1.714,24,0.213,True,8,14,(1 3),(6 2),88.889,4.877162521821598,29.77777777777778,4
10,-101.378,2.5,0.768,1,0,1.786,25,0.203,True,9,8,(2 6),(4 8),90.0,4.879381767663024,27.6,4
11,-94.299,2.545,0.756,3,0,2.0,28,0.187,True,10,13,(6 8),(6 5),90.909,4.73271746168564,26.272727272727273,6
12,-94.931,2.5,0.732,2,0,2.143,30,0.213,True,11,30,(3 7),(8 0),91.667,4.7753685274245,26.583333333333332,6
13,-88.507,2.385,0.728,1,0,2.214,31,0.206,True,12,6,(6 4),(8 8),92.308,5.046172467461474,25.0,6
14,-82.357,2.214,0.734,0,0,1.824,31,0.204,True,13,3,(8 8),(6 7),92.857,4.77503383016109,23.428571428571427,6
15,-78.639,2.133,0.728,1,0,1.882,32,0.216,True,14,15,(8 5),(7 1),93.333,4.787774354665087,22.866666666666667,7
16,-74.426,2.0,0.723,0,0,1.333,32,0.22,True,15,7,(0 0),(2 1),93.75,4.501673630093761,21.875,7
17,-70.616,1.882,0.72,0,0,1.067,32,0.222,True,16,6,(3 6),(2 3),94.118,4.533331062916093,20.941176470588236,7
18,-82.753,1.889,0.72,2,0,1.133,34,0.27,True,17,66,(4 4),(1 5),94.444,4.8283107872856155,23.444444444444443,9
19,-97.531,1.947,0.694,3,0,1.233,37,0.256,False,17,101,(7 1),(2 8),89.474,4.851088505957675,27.526315789473685,9
20,-94.397,1.9,0.683,1,0,1.267,38,0.265,True,18,21,(1 5),(3 4),90.0,4.827190581756679,27.2,10
21,-90.132,1.81,0.684,0,0,1.086,38,0.264,True,19,5,(2 4),(2 5),90.476,5.2766066950955075,26.142857142857142,10
22,-89.244,1.727,0.694,0,0,0.717,38,0.257,True,20,18,(1 8),(7 7),90.909,4.817492526143285,25.772727272727273,10
23,-85.838,1.783,0.693,3,0,0.774,41,0.253,True,21,9,(4 2),(3 1),91.304,4.910481084607373,25.043478260869566,12
24,-85.274,1.708,0.677,0,0,0.441,41,0.276,True,22,40,(3 8),(3 4),91.667,4.904071583082893,25.666666666666668,12
25,-84.526,1.68,0.671,1,0,0.452,42,0.293,True,23,25,(6 5),(1 5),92.0,4.859637992409053,25.64,13
26,-85.232,1.692,0.659,2,0,0.473,44,0.294,True,24,32,(6 1),(0 2),92.308,4.788228562066197,25.884615384615383,15
27,-83.37,1.667,0.662,1,0,0.484,45,0.289,True,25,16,(5 6),(8 5),92.593,4.739262284589135,25.51851851851852,15
28,-82.573,1.643,0.654,1,0,0.495,46,0.292,True,26,27,(2 5),(3 1),92.857,4.804368979981995,25.571428571428573,15
29,-89.088,1.586,0.635,0,0,0.256,46,0.315,True,27,87,(5 8),(5 3),93.103,4.81058320065154,27.689655172413794,15
30,-91.665,1.567,0.623,1,0,0.261,47,0.324,True,28,57,(3 4),(1 7),93.333,4.914657803748495,28.666666666666668,15
31,-90.342,1.516,0.621,0,0,0.23,47,0.317,True,29,24,(5 6),(8 5),93.548,4.725623898263924,28.516129032258064,15
32,-87.937,1.469,0.624,0,0,0.222,47,0.322,True,30,8,(4 4),(1 5),93.75,4.909522693068331,27.875,15
33,-93.894,1.424,0.621,0,0,0.222,47,0.312,False,30,101,(0 2),(0 4),90.909,4.7790767901008975,30.09090909090909,15
34,-105.397,1.441,0.641,2,0,0.231,49,0.31,False,30,101,(8 4),(5 7),88.235,4.862683715927702,32.1764705882353,15
35,-103.403,1.4,0.64,0,0,0.219,49,0.312,True,31,12,(0 0),(6 2),88.571,4.878629619279841,31.6,15
36,-102.689,1.361,0.638,0,0,0.187,49,0.302,True,32,38,(1 8),(8 7),88.889,4.998405110247714,31.77777777777778,15
37,-103.108,1.351,0.631,1,0,0.191,50,0.309,True,33,37,(7 6),(3 3),89.189,4.895352724382841,31.91891891891892,15
38,-102.206,1.316,0.633,0,0,0.175,50,0.31,True,34,24,(0 1),(7 3),89.474,4.844677228685641,31.710526315789473,15
39,-102.063,1.282,0.624,0,0,0.153,50,0.32,True,35,40,(5 6),(3 4),89.744,4.857109417364201,31.923076923076923,15
40,-99.979,1.25,0.625,0,0,0.147,50,0.32,True,36,13,(1 4),(1 7),90.0,4.607386366421598,31.45,15
41,-106.081,1.22,0.608,0,0,0.147,50,0.315,False,36,101,(3 7),(7 4),87.805,4.800338508261324,33.146341463414636,15
42,-109.233,1.19,0.608,0,0,0.129,50,0.317,True,37,50,(5 1),(8 7),88.095,4.670241200302234,33.54761904761905,15
43,-108.326,1.163,0.605,0,0,0.117,50,0.326,True,38,38,(5 4),(6 2),88.372,4.780555883802738,33.651162790697676,15
44,-113.014,1.136,0.627,0,0,0.103,50,0.334,True,39,59,(4 0),(3 4),88.636,5.058980571200225,34.22727272727273,15
45,-112.05,1.111,0.624,0,0,0.099,50,0.334,True,40,20,(5 7),(0 6),88.889,4.727401422903428,33.91111111111111,15
46,-118.792,1.109,0.616,1,0,0.101,51,0.337,False,40,101,(5 2),(6 7),86.957,4.781151752178365,35.369565217391305,15
47,-124.906,1.106,0.606,1,0,0.103,52,0.359,False,40,101,(6 5),(2 7),85.106,4.75481749222254,36.765957446808514,15
48,-123.165,1.083,0.605,0,0,0.1,52,0.36,True,41,14,(8 5),(4 3),85.417,4.787990789534545,36.291666666666664,15
49,-121.264,1.061,0.605,0,0,0.097,52,0.36,True,42,16,(4 4),(3 1),85.714,5.1098109190924585,35.87755102040816,15
50,-118.858,1.04,0.606,0,0,0.097,52,0.36,True,43,2,(6 7),(7 8),86.0,4.325623556720847,35.2,15
51,-116.528,1.02,0.608,0,0,0.096,52,0.36,True,44,1,(5 8),(5 7),86.275,4.170506086365379,34.529411764705884,15
52,-116.275,1.038,0.61,2,0,0.1,54,0.363,True,45,29,(1 8),(0 2),86.538,5.027301058354432,34.42307692307692,15
53,-115.113,1.019,0.607,0,0,0.097,54,0.367,True,46,18,(1 7),(5 3),86.792,4.993827314440288,34.113207547169814,15
54,-113.115,1.0,0.608,0,0,0.096,54,0.366,True,47,5,(7 8),(7 7),87.037,4.68890955806614,33.574074074074076,15
55,-111.909,1.0,0.606,1,0,0.098,55,0.367,True,48,28,(2 7),(2 6),87.273,5.0475899452697375,33.472727272727276,15
56,-111.555,0.982,0.605,0,0,0.093,55,0.373,True,49,28,(3 6),(7 0),87.5,4.848214769007359,33.375,15
57,-120.173,0.965,0.622,0,0,0.093,55,0.369,False,49,101,(8 2),(4 8),85.965,4.837312849774915,34.56140350877193,15
58,-118.142,0.948,0.621,0,0,0.093,55,0.368,True,50,3,(1 1),(1 0),86.207,4.681945008483759,34.01724137931034,15
59,-116.29,0.932,0.621,0,0,0.092,55,0.367,True,51,6,(7 6),(5 6),86.441,4.830637205285151,33.54237288135593,15
60,-120.026,0.917,0.622,0,0,0.092,55,0.351,False,51,101,(3 7),(6 7),85.0,4.802676988102525,34.666666666666664,15
61,-120.039,0.902,0.615,0,0,0.086,55,0.352,True,52,44,(7 8),(3 6),85.246,4.8462035895318385,34.81967213114754,15
62,-118.83,0.887,0.614,0,0,0.082,55,0.358,True,53,30,(2 3),(2 5),85.484,4.800678373470469,34.74193548387097,15
63,-122.593,0.873,0.635,0,0,0.071,55,0.358,True,54,97,(5 1),(8 5),85.714,4.7460716137116945,35.73015873015873,15
64,-121.122,0.859,0.634,0,0,0.07,55,0.36,True,55,17,(6 0),(4 2),85.938,4.917000035255423,35.4375,15
65,-129.045,0.846,0.652,0,0,0.07,55,0.354,False,55,101,(1 3),(4 8),84.615,4.853163492971629,36.44615384615385,15
66,-137.509,0.833,0.662,0,0,0.07,55,0.351,False,55,101,(1 0),(4 8),83.333,4.790232704494056,37.42424242424242,15
67,-136.987,0.821,0.659,0,0,0.066,55,0.349,True,56,47,(7 6),(3 7),83.582,4.849619857236363,37.56716417910448,15
68,-140.013,0.809,0.655,0,0,0.062,55,0.352,True,57,58,(7 6),(8 0),83.824,4.801709422568923,37.86764705882353,15
69,-139.748,0.797,0.646,0,0,0.058,55,0.358,True,58,62,(1 7),(0 2),84.058,4.768546484037435,38.21739130434783,15
70,-138.105,0.786,0.646,0,0,0.057,55,0.356,True,59,15,(2 8),(6 7),84.286,4.712163870278066,37.885714285714286,15
71,-148.758,0.775,0.626,0,0,0.057,55,0.351,False,59,101,(8 7),(1 0),83.099,4.968840732763145,38.774647887323944,15
72,-146.809,0.764,0.626,0,0,0.056,55,0.353,True,60,7,(2 4),(4 5),83.333,5.156716417705388,38.333333333333336,15
73,-147.154,0.753,0.624,0,0,0.054,55,0.36,True,61,48,(2 1),(1 6),83.562,4.76109237149016,38.465753424657535,15
74,-145.28,0.743,0.624,0,0,0.053,55,0.361,True,62,6,(5 4),(5 0),83.784,5.0523657434395775,38.027027027027025,15
75,-146.931,0.733,0.618,0,0,0.051,55,0.365,True,63,57,(5 6),(4 0),84.0,4.876753363146482,38.28,15
76,-145.923,0.724,0.619,0,0,0.05,55,0.366,True,64,18,(7 0),(0 1),84.211,5.033616580757264,38.01315789473684,15
77,-147.396,0.714,0.608,0,0,0.05,55,0.365,False,64,101,(8 7),(4 5),83.117,4.879630428399637,38.83116883116883,15
78,-146.051,0.718,0.609,1,0,0.051,56,0.366,True,65,17,(6 4),(6 1),83.333,4.801169413948081,38.55128205128205,16
79,-144.887,0.709,0.61,0,0,0.05,56,0.368,True,66,15,(0 1),(2 8),83.544,4.772863779772422,38.25316455696203,16
80,-144.159,0.7,0.61,0,0,0.049,56,0.369,True,67,26,(8 0),(2 2),83.75,5.087388346622918,38.1,16
81,-147.048,0.691,0.604,0,0,0.049,56,0.381,False,67,101,(4 1),(3 7),82.716,4.743288321110595,38.876543209876544,16
82,-152.825,0.683,0.593,0,0,0.049,56,0.379,False,67,101,(7 7),(3 1),81.707,4.721306714429244,39.63414634146341,16
